,KOD,NAME
12085,391400,"СМОЛЫ ИОНООБМЕННЫЕ, ПОЛУЧЕННЫЕ НА ОСНОВЕ ПОЛИМЕРОВ ТОВАРНЫХ ПОЗИЦИЙ   3901-3913, В ПЕРВИЧНЫХ ФОРМАХ"
12089,391510,"ОТХОДЫ, ОБРЕЗКИ И СКРАП, ИЗ ПОЛИМЕРОВ ЭТИЛЕНА"
12092,391520,"ОТХОДЫ, ОБРЕЗКИ И СКРАП ИЗ ПОЛИМЕРОВ СТИРОЛА"
12095,391530,"ОТХОДЫ, ОБРЕЗКИ И СКРАП ИЗ ПОЛИМЕРОВ ВИНИЛХЛОРИДА"
12098,391590,"ОТХОДЫ, ОБРЕЗКИ, СКРАП ПРОЧИХ ПЛАСТМАСС"
12104,391610,"МОНОНИТЬ С РАЗМЕРОМ ПОПЕРЕЧНОГО СЕЧЕНИЯ БОЛЕЕ 1 ММ, ПРУТКИ, СТЕРЖНИ И ПРОФИЛИ ФАСОННЫЕ, С ОБРАБОТАННОЙ ИЛИ НЕОБРАБОТАННОЙ ПОВЕРХНОСТЬЮ, НО НЕ ПОДВЕРГШИЕСЯ ИНОЙ ОБРАБОТКЕ, ИЗ ПОЛИМЕРОВ ЭТИЛЕНА"
12107,391620,"МОНОНИТЬ С РАЗМЕРОМ ПОПЕРЕЧНОГО СЕЧЕНИЯ БОЛЕЕ 1 ММ, ПРУТКИ, СТЕРЖНИ И ПРОФИЛИ ФАСОННЫЕ, С ОБРАБОТАННОЙ ИЛИ НЕОБРАБОТАННОЙ ПОВЕРХНОСТЬЮ, НО НЕ ПОДВЕРГШИЕСЯ ИНОЙ ОБРАБОТКЕ, ИЗ ПОЛИМЕРОВ ВИНИЛХЛОРИДА"
12110,391690,"МОНОНИТЬ С РАЗМЕРОМ ПОПЕРЕЧНОГО СЕЧЕНИЯ БОЛЕЕ 1 ММ, СТЕРЖНИ И ПРОФИЛИ  ФАСОННЫЕ, ИЗ ПРОЧИХ ПЛАСТМАСС"
12118,391710,ОБОЛОЧКИ ИСКУССТВЕННЫЕ (ДЛЯ КОЛБАСНЫХ ИЗДЕЛИЙ) ИЗ ОТВЕРЖДЕННЫХ ПРОТЕИНОВ ИЛИ ЦЕЛЛЮЛОЗНЫХ МАТЕРИАЛОВ
12123,391721,"ТРУБЫ, ТРУБКИ И ШЛАНГИ, ЖЕСТКИЕ ИЗ ПОЛИМЕРОВ ЭТИЛЕНА"
12129,391722,"ТРУБЫ, ТРУБКИ И ШЛАНГИ, ЖЕСТКИЕ ИЗ ПОЛИМЕРОВ ПРОПИЛЕНА"
12135,391723,"ТРУБЫ, ТРУБКИ И ШЛАНГИ, ЖЕСТКИЕ ИЗ ПОЛИМЕРОВ ВИНИЛХЛОРИДА"
12142,391729,"ТРУБЫ, ТРУБКИ, ШЛАНГИ И ИХ ФИТИНГИ (НАПРИМЕР, СОЕДИНЕНИЯ, КОЛЕНА, ФЛАНЦЫ), ИЗ ПРОЧИХ ПЛАСТМАСС"
12146,391731,"ТРУБЫ, ТРУБКИ И ШЛАНГИ, ГИБКИЕ, ВЫДЕРЖИВАЮЩИЕ ДАВЛЕНИЕ НЕ МЕНЕЕ 27,6 МПА"
12151,391732,"ПРОЧИЕ, НЕ АРМИРОВАННЫЕ ИЛИ НЕ КОМБИНИРОВАННЫЕ С ДРУГИМИ МАТЕРИАЛАМИ, БЕЗ ФИТИНГОВ"
12156,391733,"ПРОЧИЕ ТРУБЫ, ТРУБКИ,ШЛАНГИ НЕ АРМИРОВАННЫЕ ИЛИ НЕ КОМБИНИРОВАННЫЕ С ДРУ ГИМИ МАТЕРИАЛАМИ, С ФИТИНГАМИ"
12160,391739,"ТРУБЫ, ТРУБКИ И ШЛАНГИ, ПРОЧИЕ"
12166,391740,ФИТИНГИ
12171,391810,"М2-ПОКРЫТИЯ ИЗ ПОЛИМЕРОВ ВИНИЛХЛОРИДА ДЛЯ ПОЛА, САМОКЛЕЯЩИЕСЯ ИЛИ НЕСАМОКЛЕЯЩИЕСЯ, В РУЛОНАХ ИЛИ ПЛАСТИНАХ; ПОКРЫТИЯ ДЛЯ СТЕН ИЛИ ПОТОЛКОВ, УКАЗАННЫЕ В ПРИМЕЧАНИИ 9 К ДАННОЙ ГРУППЕ"
12176,391890,"М2-ПОКРЫТИЯ ДЛЯ ПОЛА САМОКЛЕЯЩИЕСЯ ИЛИ НЕСАМОКЛЕЮЩИЕСЯ, В РУЛОНАХ ИЛИ ПЛАСТИНАХ; ПОКРЫТИЯ ДЛЯ СТЕН ИЛИ ПОТОЛКОВ, УКАЗАННЫХ В ПРИМЕЧАН. 9 К ДАННОЙ ГРУППЕ ИЗ ПРОЧИХ ПЛАСТМАСС"
12180,391910,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА, ФОЛЬГА, ЛЕНТА, ПОЛОСА И ПРОЧИЕ ПЛОСКИЕ ФОРМЫ, ИЗ ПОЛИМЕРНЫХ МАТЕРИАЛОВ, В РУЛОНАХ ШИРИНОЙ НЕ БОЛЕЕ 20 СМ"
12189,391990,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА, ЛЕНТА, ПОЛОСА И ПРОЧИЕ ПЛОСКИЕ ФОРМЫ, ИЗ ПЛАСТМАСС, САМОКЛЕЯЩИЕСЯ, В РУЛОНАХ ИЛИ НЕ В РУЛОНАХ: ПРОЧИЕ"
12193,392010,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА, ФОЛЬГА И ПОЛОСЫ ИЛИ ЛЕНТЫ ПРОЧИЕ ИЗ ПОЛИМЕРОВ  ЭТИЛЕНА"
12213,392020,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА, ФОЛЬГА И ПОЛОСЫ ИЛИ ЛЕНТЫ ПРОЧИЕ ИЗ ПОЛИМЕРОВ ПРОПИЛЕНА"
12221,392030,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСА ПРОЧИЕ, НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ ИЗ ПОЛИМЕРОВ СТИРОЛА"
12225,392043,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ СОДЕРЖАЩИЕ НЕ МЕНЕЕ 6 МАС % ПЛАСТИФИКАТОРОВ"
12231,392049,"ПРОЧИЕ ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ СОДЕРЖАЩИЕ НЕ МЕНЕЕ 6 МАС % ПЛАСТИФИКАТОРОВ"
12237,392051,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСЫ ПРОЧИЕ, НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ, ИЗ ПОЛИМЕТИЛМЕТАКРИЛАТА"
12240,392059,"ПРОЧИЕ ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И  ПОЛОСЫ ИЗ АКРИЛОВЫХ ПОЛИМЕРОВ"
12245,392061,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСА ПРОЧИЕ, НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ, ИЗ ПОЛИКАРБОНАТОВ"
12248,392062,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА, ФОЛЬГА И ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ ПОЛИЭТИЛЕНТЕРЕФТАЛАТА"
12260,392063,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСА ПРОЧИЕ, НЕПОРИСТЫЕ, НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ, ИЗ НЕНАСЫЩЕННЫХ ПОЛИЭФИРОВ СЛОЖНЫХ"
12263,392069,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСА ПРОЧИЕ, НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ, ИЗ ПРОЧИХ СЛОЖНЫХ ПОЛИЭФИРОВ"
12266,392071,"ПЛИТЫ,ЛИСТЫ,ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ,ПРОЧИЕ,ИЗ ПЛАСТМАСС, НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ,НЕСЛОИСТЫЕ,БЕЗ ПОДЛОЖКИ И НЕ СОЕДИН.АНАЛОГ.СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ: ИЗ РЕГЕНЕРИРОВАННОЙ  ЦЕЛЛЮЛОЗЫ"
12269,392073,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА ИЛИ ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ АЦЕТАТА ЦЕЛЛЮЛОЗЫ"
12274,392079,ИЗ ПРОЧИХ ПРОИЗВОДНЫХ ЦЕЛЛЮЛОЗЫ
12279,392091,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСА ПРОЧИЕ, ИЗ ПОЛИВИНИЛБУТИРАЛЯ НЕПОРИСТЫЕ И НЕ АРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ"
12282,392092,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСА ПРОЧИЕ, ИЗ ПОЛИАМИДОВ НЕПОРИСТЫЕ, НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ, НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ"
12285,392093,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСА ПРОЧИЕ, ИЗ АМИНОВЫХ СМОЛ НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ"
12288,392094,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСЫ ПРОЧИЕ, ИЗ ФЕНОЛЬНЫХ СМОЛ НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ"
12291,392099,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА, ФОЛЬГА И ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ ПРОЧИХ ПОЛИМЕРНЫХ   МАТЕРИАЛОВ"
12305,392111,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСА, ПОРИСТЫЕ ИЗ ПОЛИМЕРОВ СТИРОЛА"
12308,392112,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА И ПОЛОСА, ПОРИСТЫЕ ИЗ ПОЛИМЕРОВ ВИНИЛХЛОРИДА"
12311,392113,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА, ФОЛЬГА И ПОЛОСЫ ИЛИ ЛЕНТЫ ПОРИСТЫЕ ИЗ  ПОЛИУРЕТАНОВ"
12316,392114,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКИ, ФОЛЬГА ПОРИСТЫЕ ИЗ РЕГЕНЕРИРОВАННОЙ ЦЕЛЛЮЛОЗЫ"
12319,392119,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ ПРОЧИЕ ИЗ ПРОЧИХ ПЛАСТМАСС"
12322,392190,"ПРОЧИЕ ПЛИТЫ, ЛИСТЫ, ПЛЕНКА, ФОЛЬГА И ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ ПОЛИМЕРНЫХ  МАТЕРИАЛОВ"
12340,392210,"ВАННЫ, ДУШИ И РАКОВИНЫ ДЛЯ СТОКА ВОДЫ И РАКОВИНЫ ДЛЯ УМЫВАНИЯ ИЗ ПЛАСТМАССЫ"
12343,392220,СИДЕНЬЯ И КРЫШКИ ДЛЯ УНИТАЗОВ ИЗ ПЛАСТМАСС
12346,392290,"ПРОЧИЕ ВАННЫ, ДУШИ, РАКОВИНЫ, БИДЕ, УНИТАЗЫ, СИДЕНЬЯ И КРЫШКИ ДЛЯ НИХ,БАЧКИ СЛИВНЫЕ И АНАЛОГИЧНЫЕ САНИТАРНО-ТЕХНИЧЕСКИЕ ИЗДЕЛИЯ, ИЗ ПЛАСТМАСС"
12350,392310,"КОРОБКИ, ЯЩИКИ, КОРЗИНЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ ПЛАСТМАСС"
12353,392321,МЕШКИ И СУМКИ (ВКЛ.КОНИЧЕСКИЕ) ИЗ ПОЛИМЕРОВ ЭТИЛЕНА
12356,392329,"МЕШКИ, СУМКИ (ВКЛЮЧАЯ КОНИЧЕСКИЕ) ИЗ ПРОЧИХ ПЛАСТМАСС"
12361,392330,"БУТЫЛИ, БУТЫЛКИ, ФЛАКОНЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ"
12368,392340,"КАТУШКИ, ШПУЛЬКИ, БОБИНЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ"
12375,392350,"ПРОБКИ, КРЫШКИ, КОЛПАКИ И ДРУГИЕ ИЗДЕЛИЯ ДЛЯ ЗАКУПОРКИ"
12380,392390,"ИЗДЕЛИЯ ДЛЯ ТРАНСПОРТИРОВКИ ИЛИ УПАКОВКИ ТОВАРОВ, ИЗ ПЛАСТМАСС; ПРОБКИ, КРЫШКИ, КОЛПАКИ И ДРУГИЕ УКУПОРОЧНЫЕ СРЕДСТВА, ИЗ ПЛАСТМАСС:ПРОЧИЕ"
12384,392410,ПОСУДА СТОЛОВАЯ И КУХОННАЯ ИЗ ПЛАСТМАСС
12387,392490,"ПРОЧИЕ: ПОСУДА СТОЛОВАЯ И КУХОННАЯ, ПРИБОРЫ СТОЛОВЫЕ И КУХОННЫЕ ПРИНАДЛЕЖНОСТИ, ПРОЧИЕ ПРЕДМЕТЫ ДОМАШНЕГО ОБИХОДА И ПРЕДМЕТЫ ГИГИЕНЫ ИЛИ ТУАЛЕТА, ИЗ ПЛАСТМАСС"
12392,392510,"РЕЗЕРВУАРЫ, ЦИСТЕРНЫ, БАКИ И АНАЛОГИЧНЫЕ ЕМКОСТИ ОБЪЕМОМ БОЛЕЕ 300 Л ИЗ ПЛАСТМАСС"
12395,392520,"ДВЕРИ И ПОРОГИ ДЛЯ НИХ, ОКНА И ИХ РАМЫ ИЗ ПЛАСТМАСС"
12398,392530,"СТАВНИ, ШТОРЫ (ВКЛЮЧАЯ ВЕНЕЦИАНСКИЕ ЖАЛЮЗИ), АНАЛОГИЧНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ, ИЗ ПЛАСТМАСС"
12401,392590,ПРОЧИЕ ДЕТАЛИ СТРОИТЕЛЬНЫЕ ИЗ ПЛАСТМАСС
12410,392610,ПРИНАДЛЕЖНОСТИ КАНЦЕЛЯРСКИЕ ИЛИ ШКОЛЬНЫЕ ИЗ ПЛАСТМАСС И ИЗ ПРОЧИХ МАТЕРИАЛОВ ТОВАРНЫХ ПОЗИЦИЙ 3901-3914
12413,392620,"ОДЕЖДА И ПРИНАДЛЕЖНОСТИ К ОДЕЖДЕ (ВКЛЮЧАЯ ПЕРЧАТКИ, РУКАВИЦЫ И МИТЕНКИ) ИЗ ПЛАСТМАСС И ПРОЧИХ МАТЕРИАЛОВ ТОВАРНЫХ ПОЗИЦИЙ 3901-3914"
12416,392630,"КРЕПЕЖНЫЕ ИЗДЕЛИЯ И ФУРНИТУРА ДЛЯ МЕБЕЛИ, ТРАНСПОРТНЫХ СРЕДСТВ ИЛИ АНАЛО ИЧНЫЕ ИЗДЕЛИЯ ИЗ ПЛАСТМАСС И ИЗ ПРОЧИХ МАТЕРИАЛОВ ТОВАРНЫХ ПОЗИЦИЙ 3901- 3914"
12419,392640,СТАТУЭТКИ И ИЗДЕЛИЯ ДЕКОРАТИВНЫЕ ПРОЧИЕ ИЗ ПЛАСТМАСС И ИЗ ПРОЧИХ МАТЕРИАЛОВ ТОВАРНЫХ ПОЗИЦИЙ 3901-3914
12422,392690,ПРОЧИЕ ИЗДЕЛИЯ ИЗ ПЛАСТМАСС И ИЗДЕЛИЯ ИЗ ПРОЧИХ МАТЕРИАЛОВ ТОВАРНЫХ ПОЗИЦИЙ 3901-3914
12438,400110,"ЛАТЕКС НАТУРАЛЬНЫЙ, ПОДВУЛКАНИЗОВАННЫЙ ИЛИ НЕПОДВУЛКАНИЗОВАННЫЙ, В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС, ИЛИ ЛЕНТ"
12441,400121,СМОКЕД - ШИТС (МАРКА НАТУРАЛЬНОГО КАУЧУКА)
12444,400122,"КАУЧУК НАТУРАЛЬНЫЙ, ТЕХНИЧЕСКИ СПЕЦИФИЦИРОВАННЫЙ (TSNR)"
12447,400129,ПРОЧИЙ КАУЧУК НАТУРАЛЬНЫЙ В ДРУГИХ ФОРМАХ
12450,400130,"БАЛАТА, ГУТТАПЕРЧА, ГВАЮЛА, ЧИКЛ И АНАЛОГИЧНЫЕ ПРИРОДНЫЕ СМОЛЫ"
12454,400211,"КАУЧУК БУТАДИЕНСТИРОЛЬНЫЙ (SBR); КАРБОКСИЛИРОВАННЫЙ БУТАДИЕНСТИРОЛЬНЫЙ КАУЧУК (XSBR): ЛАТЕКС, В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС, ИЛИ ЛЕНТ"
12459,400219,ЛАТЕКС ПРОЧИЙ
12468,400220,"КАУЧУК БУТАДИЕНОВЫЙ (BR) В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС ИЛИ ЛЕНТ"
12471,400231,"КАУЧУК ИЗОБУТИЛЕНИЗОПРЕНОВЫЙ (БУТИЛКАУЧУК) (IIR) В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС ИЛИ ЛЕНТ"
12474,400239,"ПРОЧИЙ КАУЧУК ИЗОБУТИЛЕНИЗОПРЕНОВЫЙ (БУТИЛКАУЧУК) (IIR); КАУЧУК ГАЛОГЕНИРОВАННЫЙ ИЗОБУТИЛЕНИЗОПРЕНОВЫЙ (CIIR ИЛИ BIIR), В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС ИЛИ ЛЕНТ"
12477,400241,"КАУЧУК ХЛОРОПРЕНОВЫЙ (ХЛОРБУТАДИЕНОВЫЙ) (CR): ЛАТЕКС, В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС"
12480,400249,"ПРОЧИЙ КАУЧУК ХЛОРОПРЕНОВЫЙ (ХЛОРБУТАДИЕНОВЫЙ) (CR) В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС"
12483,400251,"КАУЧУК БУТАДИЕННИТРАЛЬНЫЙ (NBR) ЛАТЕКС В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС"
12486,400259,"ПРОЧИЙ КАУЧУК БУТАДИЕННИТРАЛЬНЫЙ (NBR) В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС"
12489,400260,"КАУЧУК ИЗОПРЕНОВЫЙ (IR) В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ПОЛОС ИЛИ ЛЕНТ"
12492,400270,"КАУЧУК ЭТИЛЕНПРОПИЛЕНДИЕНОВЫЙ НЕСОПРЯЖЕННЫЙ (EPDM) В ПЕРВИЧНЫХ ФОРМАХ, ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ, ПОЛОС"
12495,400280,"СМЕСИ ЛЮБОГО ПРОДУКТА, ТОВАРНОЙ ПОЗИЦИИ 4001 С ЛЮБЫМ ПРОДУКТОМ ДАННОЙ ТОВАРНОЙ ПОЗИЦИИ, В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС"
12498,400291,"ПРОЧИЙ ЛАТЕКС В ПЕРВИЧНЫХ ФОРМАХ, В ВИДЕ ПЛАСТИН, ЛИСТОВ, ИЛИ ПОЛОС"
12501,400299,"ПРОЧИЕ ПРОДУКТЫ, МОДИФИЦИРОВАННЫЕ ПОСРЕДСТВОМ ВКЛЮЧЕНИЯ ПЛАСТМАСС"
12507,400300,"КАУЧУК РЕГЕНЕРИРОВАННЫЙ В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС, ИЛИ ЛЕНТ"
12511,400400,"ОТХОДЫ, ОБРЕЗКИ И СКРАП РЕЗИНЫ (КРОМЕ ТВЕРДОЙ РЕЗИНЫ), ПОРОШКИ, ГРАНУЛЫ, ПОЛУЧЕННЫЕ ИЗ НИХ"
12515,400510,"РЕЗИНОВАЯ СМЕСЬ, НАПОЛНЕННАЯ ТЕХНИЧЕСКИМ УГЛЕРОДОМ ИЛИ ДИОКСИДОМ КРЕМНИЯ, В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В  ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС, ИЛИ ЛЕНТ"
12518,400520,"РАСТВОРЫ; ДИСПЕРСИИ ПРОЧИЕ, КРОМЕ УКАЗАННЫХ В СУБПОЗИЦИИ 400510"
12521,400591,"ПРОЧИЕ ПЛАСТИНЫ, ЛИСТЫ И ПОЛОСА ИЛИ ЛЕНТЫ"
12524,400599,"ПРОЧИЕ НЕВУЛКАНИЗИРОВАННЫЕ РЕЗИНОВЫЕ СМЕСИ, В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС, ИЛИ ЛЕНТ"
12528,400610,ПРОТЕКТОРНЫЕ ЗАГОТОВКИ ДЛЯ ВОССТАНОВЛЕНИЯ ШИН
12531,400690,"ПРОЧИЕ ФОРМЫ (НАПРИМЕР, ПРУТКИ, ТРУБЫ И ПРОФИЛИ ФАСОННЫЕ) И ИЗДЕЛИЯ (НАПРИМЕР, ДИСКИ И КОЛЬЦА) ИЗ НЕВУЛКАНИЗИРОВАННОЙ РЕЗИНЫ"
12535,400700,ВУЛКАНИЗОВАННЫЕ РЕЗИНОВЫЕ НИТИ И КОРД
12539,400811,"ПЛАСТИНЫ, ЛИСТЫ И ПОЛОСА ИЛИ ЛЕНТЫ ИЗ ПОРИСТОЙ РЕЗИНЫ"
12542,400819,ПРОЧИЕ ПРУТКИ И ПРОФИЛИ ФАСОННЫЕ ИЗ ВУЛКАНИЗИРОВАННОЙ РЕЗИНЫ
12545,400821,"ПЛАСТИНЫ, ЛИСТЫ И ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ НЕПОРИСТОЙ РЕЗИНЫ"
12550,400829,"ПРОЧИЕ ПЛАСТИНЫ,ЛИСТЫ,ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ ВУЛКАНИЗИРОВАННОЙ РЕЗИНЫ"
12554,400911,"ТРУБЫ, ТРУБКИ И ШЛАНГИ ИЗ ВУЛКАНИЗИРОВАННОЙ РЕЗИНЫ, НЕ АРМИРОВАННЫЕ ИЛИ КОМБИНИРОВАННЫЕ ИНЫМ СПОСОБОМ С ПРОЧИМИ МАТЕРИАЛАМИ БЕЗ ФИТИНГОВ"
12557,400912,"ТРУБЫ, ТРУБКИ И ШЛАНГИ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ   НЕ АРМИРОВАННЫЕ ИЛИ НЕ КОМБИНИРОВАННЫЕ ИНЫМ СПОСОБОМ С ПРОЧИМИ МАТЕРИАЛА МИ С ФИТИНГАМИ"
12561,400921,"ТРУБЫ, ТРУБКИ И ШЛАНГИ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, АРМИРОВАННЫЕ ИЛИ КОМБИНИРОВАННЫЕ ИНЫМ СПОСОБОМ ТОЛЬКО С МЕТТАЛОМ, БЕЗ ФИТИНГОВ"
12564,400922,"ТРУБКИ,ТРУБКИ И ШЛАНГИ ИЗ ВУЛКАНИЗИРОВАННОЙ РЕЗИНЫ С ФИТИНГАМИ АРМИРОВАННЫЕ ИЛИ КОМБИНИРОВАННЫЕ С МЕТАЛЛОМ"
12568,400931,"ТРУБЫ, ТРУБКИ И ШЛАНГИ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, АРМИРОВАННЫЕ ИЛИ КОМБИНИРОВАННЫЕ ИНЫМ СПОСОБОМ ТОЛЬКО С ТЕКСТИЛЬНЫМИ МАТЕРИАЛАМИ, БЕЗ ФИТИНГОВ"
12571,400932,"ТРУБЫ,ТРУБКИ И ШЛАНГИ АРМИРОВАННЫЕ ИЛИ КОМБИНИРОВАННЫЕ ИНЫМ СПОСОБОМ С   ТОЛЬКО С ТЕКСТИЛЬНЫМИ МАТЕРИАЛАМИ"
12574,400941,"ТРУБЫ, ТРУБКИ И ШЛАНГИ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, АРМИРОВАННЫЕ ИЛИ КОМБИНИРОВАННЫЕ ИНЫМ СПОСОБОМ С ПРОЧИМИ МАТЕРИАЛАМИ, БЕЗ ФИТИНГОВ"
12577,400942,"ТРУБЫ,ТРУБКИ АРМИРОВАННЫЕ ИЛИ КОМБЕНИРОВАННЫЕ ИНЫМ СПОСОБОМ С ПРОЧИМИ    МАТЕРИАЛАМИ"
