,KOD,NAME
32,0102292900,"ШТ-ПРОЧИЙ КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ, МАССОЙ БОЛЕЕ 80 КГ, НО НЕ БОЛЕЕ 160 КГ: ПРОЧИЕ"
34,0102294100,"ШТ-ПРОЧИЙ КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ, МАССОЙ БОЛЕЕ 160 КГ, НО НЕ БОЛЕЕ 300 КГ: УБОЙНЫЕ"
36,0102294900,"ШТ-ПРОЧИЙ ДОМАШНИЙ КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ, МАССОЙ БОЛЕЕ 160 КГ, НО НЕ БОЛЕЕ 300 КГ: ПРОЧИЕ"
38,0102295100,"ШТ-НЕТЕЛИ (САМКИ КРУПНОГО РОГАТОГО СКОТА ДО ПЕРВОГО ОТЕЛА), МАССОЙ БОЛЕЕ 300 КГ: УБОЙНЫЕ"
40,0102295900,"ШТ-НЕТЕЛИ (САМКИ КРУПНОГО РОГАТОГО СКОТА ДО ПЕРВОГО ОТЕЛА), МАССОЙ БОЛЕЕ 300 КГ: ПРОЧИЕ"
42,0102296100,ШТ-КОРОВЫ УБОЙНЫЕ МАССОЙ БОЛЕЕ 300 КГ
44,0102296900,"ШТ-КОРОВЫ МАССОЙ БОЛЕЕ 300 КГ, ПРОЧИЕ"
46,0102299100,"ШТ-КОРОВЫ МАССОЙ БОЛЕЕ 300 КГ, ПРОЧИЕ, УБОЙНЫЕ"
48,0102299900,"ШТ-ПРОЧИЕ КОРОВЫ МАССОЙ БОЛЕЕ 300 КГ, ПРОЧИЕ"
51,0102310000,"ШТ-КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ, БУЙВОЛЫ, ЧИСТОПОРОДНЫЕ ПЛЕМЕННЫЕ ЖИВОТНЫЕ"
54,0102391000,"ШТ-КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ: БУЙВОЛЫ, ПРОЧИЕ ДОМАШНИЕ ВИДЫ"
56,0102399000,"ШТ-КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ, БУЙВОЛЫ: ПРОЧИЕ"
59,0102902000,ШТ- ПРОЧИЕ ЧИСТОПОРОДНЫЕ ПЛЕМЕННЫЕ ЖИВОТНЫЕ ЖИВОГО КРУПНОГО РОГАТОГО  СКОТА
61,0102909100,ШТ-ПРОЧИЕ ДОМАШНИЕ ВИДЫ ПРОЧЕГО ЖИВОГО КРУПНОГО РОГАТОГО СКОТА
63,0102909900,ШТ-ПРОЧИЙ КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ: ПРОЧИЕ
67,0103100000,ШТ-СВИНЬИ ЖИВЫЕ ЧИСТОПОРОДНЫЕ (ЧИСТОКРОВНЫЕ) ПЛЕМЕННЫЕ ЖИВОТНЫЕ
70,0103911000,"ШТ-ПРОЧИЕ ДОМАШНИЕ ВИДЫ СВИНЕЙ ЖИВЫХ, МАССОЙ МЕНЕЕ 50 КГ"
72,0103919000,"ШТ-ПРОЧИЕ СВИНЬИ ЖИВЫЕ, МАССОЙ МЕНЕЕ 50 КГ"
75,0103921100,"ШТ-СВИНОМАТКИ МАССОЙ НЕ МЕНЕЕ 160 КГ, ИМЕВШИЕ ПО КРАЙНЕЙ МЕРЕ ОДИН ОПОРОС"
77,0103921900,"ШТ-ПРОЧИЕ ДОМАШНИЕ ВИДЫ СВИНЕЙ, ИМЕЮЩИЕ МАССУ 50 КГ ИЛИ БОЛЕЕ"
79,0103929000,"ШТ-ПРОЧИЕ СВИНЬИ ЖИВЫЕ, МАССОЙ 50 КГ ИЛИ БОЛЕЕ"
83,0104101000,"ШТ-ОВЦЫ ЧИСТОПОРОДНЫЕ (ЧИСТОКРОВНЫЕ) ПЛЕМЕННЫЕ ЖИВОТНЫЕ, ЖИВЫЕ"
85,0104103000,"ШТ-ЯГНЯТА (ДО ОДНОГО ГОДА), ЖИВЫЕ"
87,0104108000,ШТ-ПРОЧИЕ ОВЦЫ ЖИВЫЕ
90,0104201000,"ШТ-КОЗЫ ЧИСТОПОРОДНЫЕ (ЧИСТОКРОВНЫЕ) ПЛЕМЕННЫЕ ЖИВОТНЫЕ, ЖИВЫЕ"
92,0104209000,ШТ-ПРОЧИЕ КОЗЫ ЖИВЫЕ
96,0105111100,ШТ-ЦЫПЛЯТА ПЛЕМЕННОГО РАЗВЕДЕНИЯ ЛИНИИ НЕСУШЕК ВИДА GALLUS DOMESTICUS МАССОЙ НЕ БОЛЕЕ 185 Г
98,0105111900,ШТ-ПРОЧИЕ ЦЫПЛЯТА ПЛЕМЕННОГО РАЗВЕДЕНИЯ [ПРАРОДИТЕЛЬСКИЕ И МАТЕРИНСКИЕ  ЛИНИИ] ВИДА CALLUS DOMESTICUS МАССОЙ НЕ БОЛЕЕ 185 Г
100,0105119100,ШТ-ПРОЧИЕ ДОМАШНИЕ ПТИЦЫ ВИДА GALLUS DOMESTICUS ЛИНИИ НЕСУШЕК МАССОЙ НЕ БОЛЕЕ 185 Г
102,0105119900,ШТ-ПРОЧИЕ ДОМАШНИЕ ПТИЦЫ ВИДА GALLUS DOMESTICUS МАССОЙ НЕ БОЛЕЕ 185 Г
105,0105120000,ШТ-ИНДЕЙКИ ЖИВЫЕ МАССОЙ НЕ БОЛЕЕ 185 Г
108,0105130000,ШТ-УТКИ ЖИВЫЕ МАССОЙ НЕ БОЛЕЕ 185 Г
111,0105140000,ШТ-ГУСИ ЖИВЫЕ МАССОЙ НЕ БОЛЕЕ 185 Г
114,0105150000,ШТ-ЦЕСАРКИ ЖИВЫЕ МАССОЙ НЕ БОЛЕЕ 185 Г
117,0105940000,"ШТ-ДОМАШНЯЯ ПТИЦА ЖИВАЯ, КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS) МАССОЙ БОЛЕЕ 185 Г."
120,0105991000,ШТ-ПРОЧИЕ УТКИ ЖИВЫЕ
122,0105992000,ШТ-ПРОЧИЕ ГУСИ ЖИВЫЕ
124,0105993000,ШТ-ПРОЧИЕ ИНДЕЙКИ ЖИВЫЕ
126,0105995000,ШТ-ПРОЧИЕ ЦЕСАРКИ ЖИВЫЕ
130,0106110010,ШТ-ПРОЧИЕ ЖИВЫЕ ПРИМАТЫ ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ
131,0106110090,ШТ-ПРОЧИЕ ЖИВЫЕ ПРИМАТЫ
134,0106120010,"ШТ-КИТЫ, ДЕЛЬФИНЫ И МОРСКИЕ СВИНЬИ, ЛАМАНТИНЫ И ДЮГОНИ, ТЮЛЕНИ, МОРСКИЕ ЛЬВЫ И МОРЖИ, ЖИВЫЕ МЛЕКОПИТАЮЩИЕ, ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ"
135,0106120090,"ШТ-КИТЫ, ДЕЛЬФИНЫ И МОРСКИЕ СВИНЬИ, ЛАМАНТИНЫ И ДЮГОНИ, ТЮЛЕНИ, МОРСКИЕ ЛЬВЫ И МОРЖИ, ЖИВЫЕ МЛЕКОПИТАЮЩИЕ ПРОЧИЕ"
138,0106130010,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ МЛЕКОПИТАЮЩИЕ,   ВЕРБЛЮДЫ И ПРОЧИЕ ЖИВОТНЫЕ СЕМЕЙСТВА ВЕРБЛЮДОВЫХ (CAMELIDAE)"
139,0106130090,ШТ-ЖИВЫЕ ЖИВОТНЫЕ МЛЕКОПИТАЮЩИЕ ПРОЧИЕ: ВЕРБЛЮДЫ И ПРОЧИЕ ЖИВОТНЫЕ СЕМЕЙСТВА ВЕРБЛЮДОВЫХ (CAMELIDAE):
142,0106141010,"ШТ-КРОЛИКИ ДОМАШНИЕ, ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ"
143,0106141090,ШТ-ПРОЧИЕ КРОЛИКИ ДОМАШНИЕ
145,0106149010,ШТ-ЖИВЫЕ ЖИВОТНЫЕ  МЛЕКОПИТАЮЩИЕ ПРОЧИЕ ДЛЯ НАУЧНЫХ ЦЕЛЕЙ
146,0106149090,ШТ-ЖИВЫЕ ЖИВОТНЫЕ  МЛЕКОПИТАЮЩИЕ ПРОЧИЕ
149,0106190010,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ, МЛЕКОПИТАЮЩИЕ ПРОЧИЕ"
150,0106190091,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ, МЛЕКОПИТАЮЩИЕ, ЛИСИЦЫ"
151,0106190092,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ, МЛЕКОПИТАЮЩИЕ ПРОЧИЕ, ПЕСЦЫ"
152,0106190093,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ, МЛЕКОПИТАЮЩИЕ ПРОЧИЕ, СОБОЛИ"
153,0106190094,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ, МЛЕКОПИТАЮЩИЕ ПРОЧИЕ, НОРКИ"
154,0106190099,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ, МЛЕКОПИТАЮЩИЕ ПРОЧИЕ"
157,0106200010,ШТ-РЕПТИЛИИ (ВКЛЮЧАЯ ЗМЕЙ И ЧЕРЕПАХ) ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ
158,0106200090,ШТ-ПРОЧИЕ РЕПТИЛИИ (ВКЛЮЧАЯ ЗМЕЙ И ЧЕРЕПАХ)
161,0106310010,ШТ-ХИЩНЫЕ ПТИЦЫ ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ
162,0106310090,ШТ-ПРОЧИЕ ХИЩНЫЕ ПТИЦЫ
165,0106320010,"ШТ-ПОПУГАЕОБРАЗНЫЕ (ВКЛЮЧАЯ ПОПУГАЕВ, ДЛИННОХВОСТЫХ ПОПУГАЕВ АРА И КАКАДУ) ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ"
166,0106320090,"ШТ-ПРОЧИЕ ПОПУГАЕОБРАЗНЫЕ (ВКЛЮЧАЯ ПОПУГАЕВ, ДЛИННОХВОСТЫХ ПОПУГАЕВ, АРА И КАКАДУ)"
169,0106330010,"ШТ-СТРАУСЫ; ЭМУ (DROMAIUS OVAEHOLLANDIAE), ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ"
170,0106330090,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ, ПТИЦЫ: СТРАУСЫ; ЭМУ (DROMAIUS NOVAEHOLLANDIAE), ПРОЧИЕ"
173,0106391000,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ, ПТИЦЫ ПРОЧИЕ: ГОЛУБИ"
175,0106398010,ШТ-ПРОЧИЕ ПТИЦЫ ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ РАБОТ
176,0106398090,ШТ-ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ: ПТИЦЫ ПРОЧИЕ
179,0106410001,ШТ-ПЧЕЛЫ МЕДОНОСНЫЕ: МАТКИ ПЧЕЛИНЫЕ
180,0106410002,ШТ-ПЧЕЛЫ МЕДОНОСНЫЕ: ПЧЕЛОПАКЕТЫ
181,0106410003,"ШТ-ПРОЧИЕ ПЧЕЛЫ, МЕДОНОСНЫЕ: ПРОЧИЕ"
182,0106410008,ШТ-ПРОЧИЕ ПЧЕЛЫ ДЛЯ НАУЧНО ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ
183,0106410009,ШТ-ПРОЧИЕ ПЧЕЛЫ: ПРОЧИЕ
186,0106490001,ШТ-ПРОЧИЕ НАСЕКОМЫЕ ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ
187,0106490009,ШТ-ПРОЧИЕ НАСЕКОМЫЕ: ПРОЧИЕ
190,0106900010,ШТ-ПРОЧИЕ ЖИВОТНЫЕ ЖИВЫЕ ДЛЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЕЙ
191,0106900090,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: ПРОЧИЕ
196,0201100001,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ, В ПОРЯДКЕ, УКАЗАН.В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ ЕВРАЗИЙСКОГО ЭКОНОМИЧЕСКОГО СОЮЗА  3 К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
197,0201100002,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ, ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
198,0201100003,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ, ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
199,0201100008,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ, ПРОЧИЕ"
202,0201202001,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГ.СКОТА, НЕОБВАЛ.СВЕЖИЕ ИЛИ ОХЛАЖД.,В ПОРЯДКЕ, УКАЗАН.В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ ЕВРАЗИЙСКОГО ЭКОНОМИЧЕСКОГО СОЮЗА  3 К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
203,0201202002,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГ.СКОТА, НЕОБВАЛ.СВЕЖИЕ ИЛИ ОХЛАЖД., ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
204,0201202003,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГ.СКОТА, НЕОБВАЛ.СВЕЖИЕ ИЛИ ОХЛАЖД., ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
205,0201202008,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГ.СКОТА, НЕОБВАЛ.СВЕЖИЕ ИЛИ ОХЛАЖД., ПРОЧИЕ"
207,0201203001,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТ.КРУПНОГО РОГ.СКОТА,НЕОБВАЛ. СВЕЖИЕ ИЛИ ОХЛАЖД.,В ПОРЯДКЕ, УКАЗАН.В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ ЕВРАЗИЙСКОГО ЭКОНОМИЧЕСКОГО СОЮЗА  3 К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
208,0201203002,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТ.КРУПНОГО РОГ.СКОТА,НЕОБВАЛ. СВЕЖИЕ ИЛИ ОХЛАЖД., ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
209,0201203003,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТ.КРУПНОГО РОГ.СКОТА,НЕОБВАЛ. СВЕЖИЕ ИЛИ ОХЛАЖД., ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
210,0201203008,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТ.КРУПНОГО РОГ.СКОТА,НЕОБВАЛ. СВЕЖИЕ ИЛИ ОХЛАЖД., ПРОЧИЕ"
212,0201205001,"НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТ.КРУПН.РОГАТОГО СКОТА, НЕОБВАЛ., СВЕЖИЕ ИЛИ ОХЛАЖД.,В ПОРЯДКЕ, УКАЗАН.В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ ЕВРАЗИЙСКОГО ЭКОНОМИЧЕСКОГО СОЮЗА  3 К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
213,0201205002,"НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТ.КРУПН.РОГАТОГО СКОТА, НЕОБВАЛ., СВЕЖИЕ ИЛИ ОХЛАЖД., ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
214,0201205003,"НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТ.КРУПН.РОГАТОГО СКОТА, НЕОБВАЛ., СВЕЖИЕ ИЛИ ОХЛАЖД., ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
215,0201205008,"НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТ.КРУПН.РОГАТОГО СКОТА, НЕОБВАЛ., СВЕЖИЕ ИЛИ ОХЛАЖД., ПРОЧИЕ"
217,0201209001,"ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ,В ПОРЯДКЕ, УКАЗАН.В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ ЕВРАЗИЙСКОГО ЭКОНОМИЧЕСКОГО СОЮЗА  3 К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
218,0201209002,"ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
219,0201209003,"ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ,  ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
220,0201209008,"ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРОЧИЕ"
223,0201300004,"МЯСО КРУПН.РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖД. ОБВАЛЕН., В ПОРЯДКЕ, УКАЗАН.В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ ЕВРАЗИЙСКОГО ЭКОНОМИЧЕСКОГО СОЮЗА  3 К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
224,0201300005,"ГОВЯДИНА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ОБВАЛЕННАЯ,  СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
225,0201300006,"МЯСО КРУПН.РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ ОБВАЛЕННОЕ, ПРОЧЕЕ, ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА  12)"
226,0201300008,"ПРОЧЕЕ МЯСО КРУПНОГО РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ ОБВАЛЕННОЕ, ПРОЧЕЕ"
230,0202100001,"ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕВ ПОРЯДКЕ, УКАЗАН.В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ ЕВРАЗИЙСКОГО ЭКОНОМИЧЕСКОГО СОЮЗА  1 К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
231,0202100002,"ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ, ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
232,0202100003,"ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ, ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
233,0202100008,"ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ, ПРОЧИЕ"
236,0202201001,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ МЯСА КРУПНОГО РОГАТОГО  СКОТА, МОРОЖЕНЫЕ,  НЕОБВАЛЕННЫЕ,В ПОРЯДКЕ, УКАЗАН.В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ ЕВРАЗИЙСКОГО ЭКОНОМИЧЕСКОГО СОЮЗА  1 К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
237,0202201002,"ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ, ЗАМОРОЖЕННАЯ, НЕОБВАЛЕННАЯ"
238,0202201003,"ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12), ПРОЧИЕ, ЗАМОРОЖЕННЫЕ,  НЕОБВАЛЕННЫЕ"
239,0202201008,"ПРОЧИЕ ""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ МЯСА КРУПНОГО РОГАТОГО  СКОТА, МОРОЖЕНЫЕ,  НЕОБВАЛЕННЫЕ, ПРОЧИЕ"
241,0202203001,"НЕОБВАЛЕН., НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТ.СКОТА, МОРОЖЕНЫЕ,В ПОРЯДКЕ, УКАЗАН.В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ ЕВРАЗИЙСКОГО ЭКОНОМИЧЕСКОГО СОЮЗА  1 К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
242,0202203002,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ ГОВЯДИНЫ СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ , ЗАМОРОЖЕННЫЕ,  НЕОБВАЛЕННЫЕ"
243,0202203003,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ ВЫСОКОКАЧЕСТВЕННОЙ ГОВЯДИНЫ 12), ЗАМОРОЖЕННЫЕ,  НЕОБВАЛЕННЫЕ"
244,0202203008,"ПРОЧИЕ НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ЧЕТВЕРТИНЫ МЯСА КРУПНОГО РОГАТОГО  СКОТА, МОРОЖЕНЫЕ,  НЕОБВАЛЕННЫЕ, ПРОЧИЕ"
