,KOD,NAME
6085,2009891903,"ГРУШЕВЫЙ СОК, ПРОЧИЙ, С ЧИСЛОМ БРИКСА БОЛЕЕ 67, КОНЦЕНТРИРОВАННЫЙ, СТОИМОСТЬЮ, ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ"
6086,2009891908,"ГРУШЕВЫЙ СОК, ПРОЧИЙ, С ЧИСЛОМ БРИКСА БОЛЕЕ 67, ПРОЧИЙ"
6088,2009893400,"СОК ИЗ ТРОПИЧЕСКИХ ФРУКТОВ, СТОИМОСТЬЮ, НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА БОЛЕЕ 67"
6090,2009893500,"ПРОЧИЙ СОК, СТОИМОСТЬЮ, НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ"
6092,2009893602,"СОК ИЗ ТРОПИЧЕСКИХ ПЛОДОВ, КОНЦЕНТРИРОВАННЫЙ, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ БОЛЕЕ 40 КГ"
6093,2009893603,"СОК ИЗ ТРОПИЧЕСКИХ ПЛОДОВ, КОНЦЕНТРИРОВАННЫЙ, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ"
6094,2009893608,"ПРОЧИЙ СОК ИЗ ТРОПИЧЕСКИХ ПЛОДОВ, С ЧИСЛОМ БРИКСА БОЛЕЕ 67, ПРОЧИЙ"
6096,2009893802,"СОК ИЗ ОДНОГО ВИДА ЛЮБЫХ ДРУГИХ ФРУКТОВ ИЛИ ОВОЩЕЙ, ПРОЧИЙ, С ЧИСЛОМ БРИКСА БОЛЕЕ 67, КОНЦЕНТРИРОВАННЫЙ, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ БОЛЕЕ 40 КГ"
6097,2009893803,"СОК ИЗ ОДНОГО ВИДА ЛЮБЫХ ДРУГИХ ФРУКТОВ ИЛИ ОВОЩЕЙ, ПРОЧИЙ, С ЧИСЛОМ БРИКСА БОЛЕЕ 67, КОНЦЕНТРИРОВАННЫЙ, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ"
6098,2009893808,"СОК ИЗ ОДНОГО ВИДА ЛЮБЫХ ДРУГИХ ФРУКТОВ ИЛИ ОВОЩЕЙ, ПРОЧИЙ, С ЧИСЛОМ БРИКСА БОЛЕЕ 67, ПРОЧИЙ"
6100,2009895000,"ГРУШЕВЫЙ СОК СТОИМОСТЬЮ, ПРЕВЫШАЮЩЕЙ 18 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, СОДЕРЖАЩИЙ ДОБАВКИ САХАРА, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6102,2009896100,"ГРУШЕВЫЙ СОК, С СОДЕРЖАНИЕМ ДОБАВОК САХАРА БОЛЕЕ 30 МАС.%, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6104,2009896300,"ГРУШЕВЫЙ СОК, С СОДЕРЖАНИЕМ ДОБАВОК САХАРА НЕ БОЛЕЕ 30 МАС.%, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6106,2009896900,"ГРУШЕВЫЙ СОК, НЕ СОДЕРЖАЩИЙ ДОБАВОК САХАРА, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6108,2009897101,"СОК ВИШНЕВЫЙ ИЛИ ЧЕРЕШНЕВЫЙ, КОНЦЕНТРИРОВАННЫЙ, С ЧИСЛОМ БРИКСА БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ МЕНЕЕ 40 КГ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6109,2009897103,"СОК ВИШНЕВЫЙ ИЛИ ЧЕРЕШНЕВЫЙ, СТОИМОСТЬЮ, ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ , КОНЦЕНТРИРОВАННЫЙ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ"
6110,2009897108,"СОК ВИШНЕВЫЙ ИЛИ ЧЕРЕШНЕВЫЙ, СТОИМОСТЬЮ, ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ , ПРОЧИЙ"
6112,2009897301,"СОК ИЗ ТРОПИЧЕСКИХ ПЛОДОВ, КОНЦЕНТРИРОВАННЫЙ, С ЧИСЛОМ БРИКСА БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ МЕНЕЕ 40 КГ"
6113,2009897303,"СОК ИЗ ТРОПИЧЕСКИХ ПЛОДОВ, КОНЦЕНТРИРОВАННЫЙ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ"
6114,2009897308,"ПРОЧИЙ СОК ИЗ ТРОПИЧЕСКИХ ПЛОДОВ, СТОИМ-Ю ПРЕЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ. НЕТТО-МАССЫ, СОДЕР. ДОБАВКИ САХАРА , С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67, ПРОЧИЙ"
6116,2009897901,"СОКИ ПРОЧИЕ, ФРУКТОВЫЕ, ОВОЩНЫЕ, КОНЦЕНТРИРОВАННЫЕ, С ЧИСЛОМ БРИКСА БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ МЕНЕЕ 40 КГ"
6117,2009897903,"СОКИ ПРОЧИЕ, ФРУКТОВЫЕ, ОВОЩНЫЕ, КОНЦЕНТРИРОВАННЫЕ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ"
6118,2009897908,"СОКИ ПРОЧИЕ, ФРУКТОВЫЕ, ОВОЩНЫЕ"
6120,2009898500,СОК ИЗ ТРОПИЧЕСКИХ ФРУКТОВ С СОДЕРЖАНИЕМ ДОБАВОК САХАРА БОЛЕЕ 30 МАС.%
6122,2009898600,"ПРОЧИЕ СОКИ ФРУКТОВЫЕ (ВКЛЮЧАЯ ВИНОГРАДНОЕ СУСЛО) И СОКИ ОВОЩНЫЕ, С СОДЕРЖАНИЕМ ДОБАВОК САХАРА БОЛЕЕ 30 МАС.%"
6124,2009898800,СОК ИЗ ТРОПИЧЕСКИХ ФРУКТОВ С СОДЕРЖАНИЕМ ДОБАВОК САХАРА НЕ БОЛЕЕ 30 МАС.%
6126,2009898900,"ПРОЧИЕ СОКИ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6128,2009899600,"СОК ВИШНЕВЫЙ ИЛИ ЧЕРЕШНЕВЫЙ, НЕ СОДЕРЖАЩИЙ ДОБАВОК САХАРА"
6130,2009899700,"СОК ИЗ ТРОПИЧЕСКИХ ФРУКТОВ, НЕ СОДЕРЖАЩИЙ ДОБАВОК САХАРА"
6132,2009899900,"ПРОЧИЙ СОК, НЕ СОДЕРЖАЩИЙ ДОБАВОК САХАРА"
6135,2009901100,"СМЕСИ ЯБЛОЧНОГО И ГРУШЕВОГО СОКОВ СТОИМОСТЬЮ, НЕ ПРЕВЫШАЮЩЕЙ 22 ЕВРО ЗА 100 100 КГ  НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА БОЛЕЕ 67"
6137,2009901902,"СМЕСИ ЯБЛОЧНОГО И ГРУШЕВОГО СОКОВ, ПРОЧИЕ, КОНЦЕНТРИРОВАННЫЕ, СТОИМОСТЬЮ, ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ БОЛЕЕ 40 КГ"
6138,2009901903,"СМЕСИ ЯБЛОЧНОГО И ГРУШЕВОГО СОКОВ, ПРОЧИЕ, КОНЦЕНТРИРОВАННЫЕ, СТОИМОСТЬЮ, ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ"
6139,2009901908,"СМЕСИ ЯБЛОЧНОГО И ГРУШЕВОГО СОКОВ, ПРОЧИЕ"
6141,2009902100,"СМЕСИ СОКОВ СТОИМОСТЬЮ, НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ,С ЧИСЛОМ БРИКСА БОЛЕЕ 67"
6143,2009902902,"СМЕСИ СОКОВ, КОНЦЕНТРИРОВАННЫЕ, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ БОЛЕЕ 40 КГ"
6144,2009902903,"СМЕСИ СОКОВ, КОНЦЕНТРИРОВАННЫЕ, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ"
6145,2009902908,"СМЕСИ СОКОВ, ПРОЧИЕ"
6147,2009903100,"СМЕСИ ЯБЛОЧНОГО И ГРУШЕВОГО СОКОВ СТОИМОСТЬЮ, НЕ ПРЕВЫШАЮЩЕЙ 18 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, И С СОДЕРЖАНИЕМ ДОБАВОК САХАРА БОЛЕЕ 30 МАС.%, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6149,2009903901,"ПРОЧИЕ СМЕСИ ЯБЛОЧНОГО И ГРУШЕВОГО СОКОВ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67, В УПАКОВКАХ ОБЪЕМОМ НЕ БОЛЕЕ 0,35 Л, ДЛЯ ДЕТСКОГО ПИТАНИЯ"
6150,2009903909,"ПРОЧИЕ СМЕСИ ЯБЛОЧНОГО И ГРУШЕВОГО СОКОВ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6152,2009904101,"СМЕСИ СОКОВ ЦИТРУСОВЫХ И АНАНАСОВОГО,С ДОБАВЛЕНИЕМ САХАРА,КОНЦЕНТРИРОВАННЫЕ,С ЧИСЛОМ БРИКСА БОЛЕЕ 20,В БОЧКАХ,ЦИСТЕРНАХ,ФЛЕКСИ-ТАНКАХ ВМЕСТИМ.НЕ МЕНЕЕ 40 КГ,СТОИМ.ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО"
6153,2009904102,"ПРОЧИЕ СМЕСИ СОКОВ ЦИТРУСОВОГО И АНАНАСОВОГО С ДОБАВКАМИ САХАРА,СТОИМОСТЬЮ,ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ,С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67,В УПАКОВКАХ ОБЪЕМОМ НЕ БОЛЕЕ 0,35Л,ДЛЯ ДЕТСКОГО ПИТАНИЯ"
6154,2009904104,"ПРОЧИЕ СМЕСИ СОКОВ ЦИТРУСОВОГО И АНАНАСОВОГО С ДОБАВКАМИ САХАРА, КОНЦЕНТРИРОВАННЫЕ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ СТОИМОСТЬЮ ПРЕВЫШ.30 ЕВР"
6155,2009904107,"ПРОЧИЕ СМЕСИ СОКОВ ЦИТРУСОВОГО И АНАНАСОВОГО С ДОБАВКАМИ САХАРА, ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67,ПРОЧИЕ  СТОИМОСТЬЮ ПРЕВЫШ.30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ"
6157,2009904901,"СМЕСИ СОКОВ ЦИТРУСОВОГО И АНАНАСОВОГО, КОНЦЕНТРИРОВАННЫЕ, С ЧИСЛОМ БРИКСА БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ МЕНЕЕ 40 КГ СТОИМОСТЬЮ ПРЕВЫШ.30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ"
6158,2009904903,"СМЕСИ СОКОВ ЦИТРУСОВОГО И АНАНАСОВОГО, ПРОЧИЕ, КОНЦЕНТРИРОВАННЫЕ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМ.НЕ БОЛЕЕ 40 КГ СТОИМОСТЬЮ ПРЕВЫШ.30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ"
6159,2009904908,"ПРОЧИЕ СМЕСИ СОКОВ ЦИТРУСОВОГО И АНАНАСОВОГО,  ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67, ПРОЧИЕ  СТОИМОСТЬЮ ПРЕВЫШ.30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ"
6161,2009905101,"СМЕСИ СОКОВ ПРОЧИЕ, СОДЕРЖАЩ.ДОБАВКИ САХАРА, КОНЦЕНТРИРОВАННЫЕ, С ЧИСЛОМ БРИКСА БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТ.НЕ МЕНЕЕ 40 КГ, СТОИМОСТ., ПРЕВЫШ.30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ"
6162,2009905102,"ПРОЧИЕ СМЕСИ СОКОВ, В УПАКОВКАХ ОБЪЕМОМ НЕ БОЛЕЕ 0,35 Л, ДЛЯ ДЕТСКОГО ПИТАНИЯ, СТОИМОСТЬЮ, ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6163,2009905104,"ПРОЧИЕ СМЕСИ СОКОВ, СОДЕРЖ. ДОБАВКИ САХАРА, СТОИМОСТЬЮ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, КОНЦЕНТРИР., С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМ-Ю НЕ БОЛЕЕ 40 КГ."
6164,2009905107,"ПРОЧИЕ СМЕСИ СОКОВ, СОДЕРЖАЩИЕ ДОБАВКИ САХАРА, СТОИМОСТЬЮ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67, ПРОЧИЕ"
6166,2009905901,"СМЕСИ СОКОВ ПРОЧИЕ, КОНЦЕНТРИРОВАННЫЕ, С ЧИСЛОМ БРИКСА БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ, ВМЕСТИМОСТЬЮ НЕ МЕНЕЕ 40 КГ, СТОИМОСТЬЮ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ"
6167,2009905903,"СМЕСИ СОКОВ ПРОЧИЕ, КОНЦЕНТРИРОВАННЫЕ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 20, В БОЧКАХ, ЦИСТЕРНАХ, ФЛЕКСИ-ТАНКАХ ВМЕСТИМОСТЬЮ НЕ БОЛЕЕ 40 КГ, СТОИМОСТЬЮ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ"
6168,2009905908,"СМЕСИ СОКОВ СТОИМОСТЬЮ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ,  С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67, ПРОЧИЕ"
6170,2009907100,"СМЕСИ СОКОВ ЦИТРУСОВЫХ И АНАНАСОВОГО С СОДЕРЖАНИЕМ ДОБАВОК САХАРА БОЛЕЕ 30 МАС.%, СТОИМОСТЬЮ НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6172,2009907300,"СМЕСИ СОКОВ ЦИТРУСОВЫХ И АНАНАСОВОГО С СОДЕРЖАНИЕМ  ДОБАВОК САХАРА НЕ БОЛЕЕ 30 МАС.%, СТОИМОСТЬЮ НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6174,2009907900,"СМЕСИ СОКОВ ЦИТРУСОВЫХ И АНАНАСОВОГО НЕ СОДЕРЖАЩИЕ ДОБАВОК САХАРА, СТОИМОСТЬЮ НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6176,2009909200,"СМЕСИ СОКОВ ИЗ ТРОПИЧЕСКИХ ФРУКТОВ, С СОДЕРЖАНИЕМ ДОБАВОК САХАРА БОЛЕЕ 30 МАС.%, СТОИМОСТЬЮ НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6178,2009909400,"ПРОЧИЕ СМЕСИ СОКОВ С СОДЕРЖАНИЕМ ДОБАВОК САХАРА БОЛЕЕ 30 МАС.%, СТОИМОСТЬЮ НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6180,2009909500,"СМЕСИ СОКОВ ИЗ ТРОПИЧЕСКИХ ФРУКТОВ  С СОДЕРЖАНИЕМ ДОБАВОК САХАРА НЕ БОЛЕЕ 30 МАС.% СТОИМОСТЬЮ НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6182,2009909600,"ПРОЧИЕ СМЕСИ СОКОВ С СОДЕРЖАНИЕМ ДОБАВОК САХАРА НЕ БОЛЕЕ 30 МАС.%, СТОИМОСТЬЮ НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67, ПРОЧИЕ"
6184,2009909700,"СМЕСИ СОКОВ ИЗ ТРОПИЧЕСКИХ ФРУКТОВ НЕ СОДЕРЖАЩИЕ ДОБАВОК САХАРА, СТОИМОСТЬЮ, НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6186,2009909800,"ПРОЧИЕ СМЕСИ СОКОВ, НЕ СОДЕРЖАЩИЕ ДОБАВОК САХАРА, СТОИМОСТЬЮ, НЕ ПРЕВЫШАЮЩЕЙ 30 ЕВРО ЗА 100 КГ НЕТТО-МАССЫ, С ЧИСЛОМ БРИКСА НЕ БОЛЕЕ 67"
6191,2101110011,"КОФЕ РАСТВОРИМЫЙ ПОРОШКООБРАЗНЫЙ, В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
6192,2101110012,ПРОЧИЙ КОФЕ РАСТВОРИМЫЙ ПОРОШКООБРАЗНЫЙ
6193,2101110013,"КОФЕ РАСТВОРИМЫЙ ГРАНУЛИРОВАННЫЙ, В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
6194,2101110014,ПРОЧИЙ КОФЕ РАСТВОРИМЫЙ ГРАНУЛИРОВАННЫЙ
6195,2101110015,"КОФЕ РАСТВОРИМЫЙ СУБЛИМИРОВАННЫЙ, В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
6196,2101110016,ПРОЧИЙ КОФЕ РАСТВОРИМЫЙ СУБЛИМИРОВАННЫЙ
6197,2101110017,"ЭКСТРАКТЫ И КОНЦЕНТРАТЫ КОФЕ ТВЕРДЫЕ, С СОДЕРЖАНИЕМ СУХОГО ВЕЩЕСТВА НА ОСНОВЕ КОФЕ 95 МАС.% ИЛИ БОЛЕЕ, В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
6198,2101110018,"ПРОЧИЕ ЭКСТРАКТЫ И КОНЦЕНТРАТЫ КОФЕ ТВЕРДЫЕ, С СОДЕРЖАНИЕМ СУХОГО ВЕЩЕСТВА НА ОСНОВЕ КОФЕ 95 МАС.% ИЛИ БОЛЕЕ"
6199,2101110092,"ЭКСТРАКТЫ, ЭССЕНЦИИ И КОНЦЕНТРАТЫ ПРОЧИЕ С СОДЕРЖАНИЕМ СУХОГО ВЕЩЕСТВА НА ОСНОВЕ КОФЕ 95 МАС.% ИЛИ БОЛЕЕ, В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
6200,2101110093,"ЭКСТРАКТЫ, ЭССЕНЦИИ И КОНЦЕНТРАТЫ ПРОЧИЕ С СОДЕРЖАНИЕМ СУХОГО ВЕЩЕСТВА НА ОСНОВЕ КОФЕ 95 МАС.% ИЛИ БОЛЕЕ, ПРОЧИЕ"
6201,2101110097,"ЭКСТРАКТЫ, ЭССЕНЦИИ И КОНЦЕНТРАТЫ ПРОЧИЕ, В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
6202,2101110098,"ЭКСТРАКТЫ, ЭССЕНЦИИ И КОНЦЕНТРАТЫ ПРОЧИЕ"
6205,2101129201,"ГОТОВЫЕ ПРОДУКТЫ НА ОСНОВЕ ЭКСТРАКТОВ, ЭССЕНЦИЙ ИЛИ КОНЦЕНТРАТОВ КОФЕ    В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО МАССОЙ НЕ БОЛЕЕ 3 КГ."
6206,2101129209,"ГОТОВЫЕ ПРОДУКТЫ НА ОСНОВЕ ЭКСТРАКТОВ, ЭССЕНЦИЙ ИЛИ КОНЦЕНТРАТОВ КОФЕ,ПРОЧИЕ"
6208,2101129801,"ПРОЧИЕ ГОТОВЫЕ ПРОДУКТЫ НА ОСНОВЕ ЭКСТРАКТОВ, ЭССЕНЦИЙ ИЛИ КОНЦЕНТРАТОВ ИЛИ НА ОСНОВЕ КОФЕ В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО МАССОЙ НЕ БОЛЕЕ 3 КГ."
6209,2101129809,"ПРОЧИЕ ГОТОВЫЕ ПРОДУКТЫ НА ОСНОВЕ ЭКСТРАКТОВ, ЭССЕНЦИЙ ИЛИ КОНЦЕНТРАТОВ ИЛИ НА ОСНОВЕ КОФЕ, ПРОЧИЕ"
6212,2101202000,"ЭКСТРАКТЫ, ЭССЕНЦИИ ИЛИ КОНЦЕНТРАТЫ ЧАЯ ИЛИ МАТЕ, ИЛИ ПАРАГВАЙСКОГО ЧАЯ"
6214,2101209200,"ГОТОВЫЕ ПРОДУКТЫ НА ОСНОВЕ ЭКСТРАКТОВ, ЭССЕНЦИЙ ИЛИ КОНЦЕНТРАТОВ ЧАЯ ИЛИ МАТЕ, ИЛИ ПАРАГВАЙСКОГО ЧАЯ"
6216,2101209800,"ПРОЧИЕ ГОТОВЫЕ ПРОДУКТЫ НА ОСНОВЕ ЧАЯ ИЛИ МАТЕ, ИЛИ  ПАРАГВАЙСКОГО ЧАЯ"
6219,2101301100,ОБЖАРЕННЫЙ ЦИКОРИЙ
6221,2101301900,ПРОЧИЕ ОБЖАРЕННЫЕ ЗАМЕНИТЕЛИ КОФЕ
6223,2101309100,"ЭКСТРАКТЫ, ЭССЕНЦИИ И КОНЦЕНТРАТЫ ОБЖАРЕННОГО ЦИКОРИЯ"
6225,2101309900,"ЭКСТРАКТЫ, ЭССЕНЦИИ И КОНЦЕНТРАТЫ ПРОЧИХ ОБЖАРЕННЫХ ЗАМЕНИТЕЛЕЙ КОФЕ"
6229,2102101000,ДРОЖЖИ АКТИВНЫЕ КУЛЬТУРАЛЬНЫЕ
6231,2102103100,"ДРОЖЖИ ПЕКАРНЫЕ, СУХИЕ, АКТИВНЫЕ"
6233,2102103900,"ДРОЖЖИ ПЕКАРНЫЕ, АКТИВНЫЕ, ПРОЧИЕ"
6235,2102109000,"ДРОЖЖИ АКТИВНЫЕ, ПРОЧИЕ"
6238,2102201100,"ДРОЖЖИ НЕАКТИВНЫЕ В ВИДЕ ТАБЛЕТОК, КУБИКОВ ИЛИ В АНАЛОГИЧНОЙ ФОРМЕ, ИЛИ В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 1 КГ"
6240,2102201900,"ДРОЖЖИ НЕАКТИВНЫЕ, ПРОЧИЕ"
6242,2102209000,ПРОЧИЕ МЕРТВЫЕ ОДНОКЛЕТОЧНЫЕ МИКРООРГАНИЗМЫ
6245,2102300000,ПОРОШКИ ПЕКАРНЫЕ ГОТОВЫЕ
6249,2103100000,СОУС СОЕВЫЙ
6252,2103200000,КЕТЧУП ТОМАТНЫЙ И ПРОЧИЕ ТОМАТНЫЕ СОУСЫ
6255,2103301000,ПОРОШОК ГОРЧИЧНЫЙ
6257,2103309000,ГОРЧИЦА ГОТОВАЯ
6260,2103901000,МАНГОВОЕ ЧУТНИ ЖИДКОЕ
6262,2103903000,"Л 100% СПИРТА-АРОМАТИЧЕСКИЕ ГОРЕЧИ, СОДЕРЖАЩИЕ 44,2-49,2 ОБ% СПИРТА И 1,5-6 МАС.% ГОРЕЧАВКИ, СПЕЦИЙ И РАЗЛИЧНЫХ ИНГРЕДИЕНТОВ И  СОДЕРЖАЩИЕ 4-10% САХАРА, В ЕМКОСТЯХ 0,5 Л ИЛИ МЕНЕЕ"
6264,2103909001,СОУС МАЙОНЕЗ
