,KOD,NAME
16039,5507,"ВОЛОКНА ИСКУССТВЕННЫЕ, ПОДВЕРГНУТЫЕ КАРДО-, ГРЕБНЕЧЕСАНИЮ ИЛИ ИНОЙ  ПОДГОТОВКЕ ДЛЯ ПРЯДЕНИЯ"
16043,5508,"НИТКИ ШВЕЙНЫЕ ИЗ ХИМИЧЕСКИХ ВОЛОКОН, РАСФАСОВАННЫЕ ИЛИ НЕ РАСФАСОВАННЫЕ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ"
16054,5509,"ПРЯЖА ИЗ СИНТЕТИЧЕСКИХ ВОЛОКОН (КРОМЕ ШВЕЙНЫХ НИТОК), НЕ РАСФАСОВАННАЯ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ"
16109,5510,"ПРЯЖА ИЗ ИСКУССТВЕННЫХ ВОЛОКОН (КРОМЕ ШВЕЙНЫХ НИТОК), НЕ РАСФАСОВАННАЯ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ"
16125,5511,"ПРЯЖА ИЗ ХИМИЧЕСКИХ ВОЛОКОН (КРОМЕ ШВЕЙНЫХ НИТОК), РАСФАСОВАННАЯ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ"
16135,5512,"М2-ТКАНИ ИЗ СИНТЕТИЧЕСКИХ ВОЛОКОН, СОДЕРЖАЩИЕ 85 МАС.% ИЛИ БОЛЕЕ ЭТИХ ВОЛОКОН"
16160,5513,"М2-ТКАНИ ИЗ СИНТЕТИЧЕСКИХ ВОЛОКОН, СОДЕРЖАЩИЕ МЕНЕЕ 85 МАС.% ЭТИХ ВОЛОКОН, СМЕШАННЫЕ В ОСНОВНОМ ИЛИ ИСКЛЮЧИТЕЛЬНО С ХЛОПКОВЫМИ ВОЛОКНАМИ, ИМЕЮЩИЕ ПОВЕРХНОСТНУЮ ПЛОТНОСТЬ НЕ БОЛЕЕ 170 Г/М2"
16198,5514,"М2-ТКАНИ ИЗ СИНТЕТИЧЕСКИХ ВОЛОКОН, СОДЕРЖАЩИЕ МЕНЕЕ 85 МАС.% ЭТИХ ВОЛОКОН, СМЕШАННЫЕ В ОСНОВНОМ ИЛИ ИСКЛЮЧИТЕЛЬНО С ХЛОПКОВЫМИ ВОЛОКНАМИ, ИМЕЮЩИЕ ПОВЕРХНОСТНУЮ ПЛОТНОСТЬ БОЛЕЕ 170 Г/М2"
16243,5515,М2-ТКАНИ ИЗ СИНТЕТИЧЕСКИХ ВОЛОКОН ПРОЧИЕ
16309,5516,М2-ТКАНИ ИЗ ИСКУССТВЕННЫХ ВОЛОКОН
16373,5601,"ВАТА ИЗ ТЕКСТИЛЬНЫХ МАТЕРИАЛОВ И ИЗДЕЛИЯ ИЗ НЕЕ; ТЕКСТИЛЬНЫЕ ВОЛОКНА, НЕ ПРЕВЫШАЮЩИЕ ПО ДЛИНЕ 5 ММ (ПУХ), ТЕКСТИЛЬНАЯ ПЫЛЬ И УЗЕЛКИ"
16390,5602,"ВОЙЛОК ИЛИ ФЕТР, ПРОПИТАННЫЕ ИЛИ НЕПРОПИТАННЫЕ, С ПОКРЫТИЕМ ИЛИ БЕЗ ПОКРЫТИЯ, ДУБЛИРОВАННЫЕ ИЛИ НЕДУБЛИРОВАННЫЕ"
16411,5603,"НЕТКАНЫЕ МАТЕРИАЛЫ, ПРОПИТАННЫЕ ИЛИ НЕПРОПИТАННЫЕ, С ПОКРЫТИЕМ ИЛИ БЕЗ ПОКРЫТИЯ, ДУБЛИРОВАННЫЕ ИЛИ НЕДУБЛИРОВАННЫЕ"
16454,5604,"РЕЗИНОВЫЕ НИТЬ И ШНУР, С ТЕКСТИЛЬНЫМ ПОКРЫТИЕМ; ТЕКСТИЛЬНЫЕ НИТИ, ПЛОСКИЕ И АНАЛОГИЧНЫЕ НИТИ ТОВАРНОЙ ПОЗИЦИИ 5404 ИЛИ 5405, ПРОПИТАННЫЕ, С ПОКРЫТИЕМ ИЛИ ИМЕЮЩИЕ ОБОЛОЧКУ ИЗ РЕЗИНЫ ИЛИ ПЛАСТМАССЫ"
16463,5605,"НИТЬ МЕТАЛЛИЗИРОВАННАЯ, ПОЗУМЕНТНАЯ ИЛИ НЕПОЗУМЕНТНАЯ, ЯВЛЯЮЩАЯСЯ  ТЕКСТИЛЬНОЙ НИТЬЮ ИЛИ ЛЕНТОЙ ИЛИ АНАЛОГИЧНОЙ НИТЬЮ, КЛАССИФ. В  ТОВ.ПОЗ.5404, 5405, КОМБИНИРОВАННАЯ С МЕТАЛЛОМ В ВИДЕ НИТИ, ПОЛОСЫ ИЛИ ЛЕНТЫ ИЛИ ПОРОШКА, ИЛИ ПОКРЫТАЯ МЕТАЛЛОМ"
16467,5606,"НИТЬ ПОЗУМЕНТНАЯ И ЛЕНТОЧНАЯ ИЛИ АНАЛОГ. НИТЬ ТОВ. ПОЗ. 5404 И 5405, ПОЗУМЕНТНАЯ (КРОМЕ ТОВ. ПОЗ. 5605 И ПОЗУМЕНТ. НИТИ ИЗ КОНСКОГО ВОЛОСА); ПРЯЖА СИНЕЛЬ (ВКЛ. СИНЕЛЬ ИЗ ПУХА); ФАСОН. ПЕТЛИСТАЯ ПРЯЖА"
16475,5607,"БЕЧЕВКИ, ВЕРЕВКИ, КАНАТЫ И ТРОСЫ, ПЛЕТЕНЫЕ ИЛИ НЕПЛЕТЕНЫЕ, ИЛИ В ОПЛЕТКЕ ИЛИ БЕЗ ОПЛЕТКИ, И ПРОПИТАННЫЕ ИЛИ НЕПРОПИТАННЫЕ, С ПОКРЫТИЕМ ИЛИ БЕЗ ПОКРЫТИЯ, В ОБОЛОЧКЕ ИЛИ БЕЗ ОБОЛОЧКИ ИЗ РЕЗИНЫ ИЛИ ПЛАСТМАССЫ"
16506,5608,"СЕТКИ И СЕТИ, ПЛЕТЕНЫЕ ИЗ БЕЧЕВОК, ВЕРЕВОК ИЛИ КАНАТОВ; ГОТОВЫЕ РЫБОЛОВНЫЕ СЕТИ И ДРУГИЕ ГОТОВЫЕ СЕТИ, ИЗ ТЕКСТИЛЬНЫХ МАТЕРИАЛОВ"
16524,5609,"ИЗДЕЛИЯ ИЗ НИТЕЙ, ЛЕНТ И АНАЛОГИЧНЫХ НИТЕЙ, УКАЗАННЫХ В ТОВ. ПОЗ. 5404, 5405, БЕЧЕВКА, ШНУРЫ, ВЕРЕВКИ ИЛИ КАНАТЫ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ"
16529,5701,"М2-УЗЕЛКОВЫЕ КОВРЫ И ПРОЧИЕ ТЕКСТИЛЬНЫЕ НАПОЛЬНЫЕ ПОКРЫТИЯ, ГОТОВЫЕ ИЛИ НЕГОТОВЫЕ"
16540,5702,"М2-ТКАНЫЕ КОВРЫ И ПРОЧИЕ ТЕКСТИЛЬНЫЕ НАПОЛЬНЫЕ ПОКРЫТИЯ, НЕТАФТИНГОВЫЕ ИЛИ НЕФЛОКИРОВАННЫЕ, ГОТОВЫЕ ИЛИ НЕГОТОВЫЕ, ВКЛЮЧАЯ ""КИЛИМ"", ""СУМАХ"", ""КЕРМАНИ"" И АНАЛОГИЧНЫЕ КОВРЫ РУЧНОЙ РАБОТЫ"
16593,5703,"М2-КОВРЫ И ПРОЧИЕ ТЕКСТИЛЬНЫЕ НАПОЛЬНЫЕ ПОКРЫТИЯ ТАФТИНГОВЫЕ, ГОТОВЫЕ ИЛИ НЕГОТОВЫЕ"
16650,5704,"М2-КОВРЫ И ПРОЧИЕ ТЕКСТИЛЬНЫЕ НАПОЛЬНЫЕ ПОКРЫТИЯ ИЗ ВОЙЛОКА, НЕТАФТИНГОВЫЕ ИЛИ НЕФЛОКИРОВАННЫЕ, ГОТОВЫЕ ИЛИ НЕГОТОВЫЕ"
16660,5705,"М2-КОВРЫ И ТЕКСТИЛЬНЫЕ НАПОЛЬНЫЕ ПОКРЫТИЯ ПРОЧИЕ, ОТДЕЛАННЫЕ ИЛИ НЕОТДЕЛАННЫЕ"
16667,5801,"М2-ТКАНИ ВОРСОВЫЕ И ТКАНИ ИЗ СИНЕЛИ, КРОМЕ ТКАНЕЙ ТОВАРНОЙ ПОЗИЦИИ 5802 ИЛИ 5806"
16706,5802,"М2-ТКАНИ МАХРОВЫЕ ПОЛОТЕНЕЧНЫЕ И АНАЛОГИЧНЫЕ МАХРОВЫЕ ТКАНИ, КРОМЕ УЗКИХ ТКАНЕЙ ТОВАРНОЙ ПОЗИЦИИ 5806; ТАФТИНГОВЫЕ ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 5703"
16722,5803,"М2-ТКАНИ ПЕРЕВИВОЧНОГО ПЕРЕПЛЕТЕНИЯ, КРОМЕ УЗКИХ ТКАНЕЙ ТОВАРНОЙ ПОЗИЦИИ 58 06"
16730,5804,"ТЮЛЬ И ПРОЧИЕ СЕТЧАТЫЕ ПОЛОТНА, ЗА ИСКЛЮЧЕНИЕМ ТКАНЫХ ПОЛОТЕН, ТРИКОТАЖНЫХ ПОЛОТЕН МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ; КРУЖЕВА В КУСКЕ, В ЛЕНТАХ ИЛИ В ВИДЕ ОТДЕЛЬНЫХ ОРНАМЕНТОВ, КРОМЕ ПОЛОТЕН ТОВАРНЫХ ПОЗИЦИЙ 6002 - 6006"
16749,5805,"ТКАННЫЕ ВРУЧНУЮ ГОБЕЛЕНЫ ТИПА ГОБЕЛЕНОВ БЕЛЬГИЙСКИХ, ОБЬЮССОНСКИХ, БОВЭ И АНАЛОГИЧНЫХ ГОБЕЛЕНОВ, ВЫШИТЫЕ ИГЛОЙ, ГОТОВЫЕ ИЛИ НЕГОТОВЫЕ"
16753,5806,"УЗКИЕ ТКАНИ, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 5807; УЗКИЕ ТКАНИ БЕЗУТОЧНЫЕ, СКРЕПЛЕННЫЕ СКЛЕИВАНИЕМ (БОЛДЮК)"
16774,5807,"ЯРЛЫКИ, ЭМБЛЕМЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ ТЕКСТИЛЬНЫХ МАТЕРИАЛОВ, В КУСКАХ, В ЛЕНТАХ ИЛИ ВЫКРОЕННЫЕ ПО ФОРМЕ ИЛИ РАЗМЕРУ, НО НЕ ВЫШИТЫЕ"
16785,5808,"ТЕСЬМА ПЛЕТЕНАЯ В КУСКЕ; ОТДЕЛОЧНЫЕ МАТЕРИАЛЫ БЕЗ ВЫШИВКИ В КУСКЕ, КРОМЕ ТРИКОТАЖНЫХ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ; КИСТОЧКИ, ПОМПОНЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ"
16792,5809,"ТКАНИ ИЗ МЕТАЛЛИЧЕСКИХ НИТЕЙ И ТКАНИ ИЗ МЕТАЛЛИЗОВАННОЙ НИТИ, ИЗ ТОВ. ПОЗ. 5605, ИСПОЛЬЗУЕМЫЕ В ОДЕЖДЕ, ДЛЯ ОБИВКИ МЕБЕЛИ И ДЛЯ АНАЛОГИЧНЫХ ЦЕЛЕЙ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ"
16796,5810,"ВЫШИВКИ В КУСКЕ, В ЛЕНТАХ ИЛИ В ВИДЕ ОТДЕЛЬНЫХ ОРНАМЕНТОВ"
16817,5811,"М2-СТЕГАНЫЕ ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ В КУСКЕ, СОСТОЯЩИЕ ИЗ ОДНОГО ИЛИ НЕСКОЛЬКИХ СЛОЕВ ТЕКСТИЛЬНЫХ МАТЕРИАЛОВ, СОЕДИНЕННЫХ С МЯГКИМ СЛОЕМ ПРОШИВАНИЕМ ИЛИ ДРУГИМИ СПОСОБОМ, КРОМЕ ВЫШИВОК ИЗ ТОВ. ПОЗ. 5810"
16822,5901,"М2-ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ, ПРОСМОЛЕННЫЕ ИЛИ НАКРАХМАЛЕННЫЕ, ИСПОЛЬЗУЕМЫЕ ДЛЯ ИЗГОТОВЛЕНИЯ КНИЖНЫХ ПЕРЕПЛЕТОВ ИЛИ АНАЛОГИЧНЫХ ЦЕЛЕЙ; КАЛЬКА; ЗАГРУНТОВАННЫЙ ХОЛСТ ДЛЯ ЖИВОПИСИ; БОРТОВКА И АНАЛОГИЧНЫЕ ЖЕСТКИЕ ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ ДЛЯ КАРКАСОВ ШЛЯП"
16829,5902,"М2-МАТЕРИАЛЫ КОРДНЫЕ ДЛЯ ШИН ИЗ НЕЙЛОНОВЫХ ИЛИ ПРОЧИХ ПОЛИАМИДНЫХ, ПОЛИЭФИРНЫХ ИЛИ ВИСКОЗНЫХ НИТЕЙ ВЫСОКОЙ ПРОЧНОСТИ"
16845,5903,"М2-ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ, ПРОПИТАННЫЕ, С ПОКРЫТИЕМ ИЛИ ДУБЛИРОВАННЫЕ ПЛАСТМАССАМИ, КРОМЕ МАТЕРИАЛОВ ТОВАРНОЙ ПОЗИЦИИ 5902"
16864,5904,"М2-ЛИНОЛЕУМ, НЕ ВЫКРОЕННЫЙ ИЛИ ВЫКРОЕННЫЙ ПО ФОРМЕ; НАПОЛЬНЫЕ ПОКРЫТИЯ НА ТЕКСТИЛЬНОЙ ОСНОВЕ, НЕ ВЫКРОЕННЫЕ ИЛИ ВЫКРОЕННЫЕ ПО ФОРМЕ"
16872,5905,М2-НАСТЕННЫЕ ПОКРЫТИЯ ИЗ ТЕКСТИЛЬНЫХ МАТЕРИАЛОВ
16884,5906,"ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ ПРОРЕЗИНЕННЫЕ, КРОМЕ МАТЕРИАЛОВ ТОВАРНОЙ ПОЗИЦИИ 5902"
16896,5907,"М2-ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ, ИНЫМ СПОСОБОМ ПРОПИТАННЫЕ ИЛИ ПОКРЫТЫЕ; РАСПИСАННЫЕ ХОЛСТЫ, ЯВЛЯЮЩИЕСЯ ТЕАТРАЛЬНЫМИ ДЕКОРАЦИЯМИ, ЗАДНИКАМИ ДЛЯ ХУДОЖЕСТВЕННЫХ СТУДИЙ, ИЛИ АНАЛОГИЧНЫЕ"
16900,5908,"ФИТИЛИ ТЕКСТИЛЬНЫЕ, ТКАНЫЕ, ПЛЕТЕНЫЕ ИЛИ ТРИКОТАЖНЫЕ ДЛЯ ЛАМП, КЕРОСИНОК, ЗАЖИГАЛОК И Т.П.; КОЛПАЧКИ ДЛЯ ЛАМП НАКАЛИВАНИЯ И ТРУБЧАТОЕ ТРИКОТАЖНОЕ ПОЛОТНО ДЛЯ ГАЗОВЫХ ГОРЕЛОК, С ПРОПИТКОЙ ИЛИ БЕЗ НЕЕ"
16904,5909,"ШЛАНГИ ТЕКСТИЛЬНЫЕ И АНАЛОГИЧНЫЕ ТЕКСТИЛЬНЫЕ ТРУБКИ С ПОДКЛАДКОЙ, ОБШИВКОЙ ИЛИ С ПРИНАДЛЕЖНОСТЯМИ ИЗ ДРУГИХ МАТЕРИАЛОВ ИЛИ БЕЗ НИХ"
16910,5910,"ПРИВОДНЫЕ РЕМНИ, КОНВЕЙЕРНЫЕ ЛЕНТЫ ИЛИ БЕЛЬТИНГ, ИЗ ТЕКСТИЛ. МАТ-ЛОВ,  ПРОПИТАННЫХ ИЛИ НЕТ, С ПОКРЫТИЕМ ИЛИ БЕЗ НЕГО, ДУБЛИРОВАННЫХ ИЛИ НЕТ  ПОЛИМЕР. МАТ-МИ ИЛИ АРМИРОВАН. МЕТАЛЛОМ ИЛИ ПРОЧ. МАТ-ЛОМ"
16914,5911,"ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ И ИЗДЕЛИЯ ДЛЯ ТЕХНИЧЕСКИХ ЦЕЛЕЙ, УПОМЯНУТЫЕ В ПРИМЕЧАНИИ 7 К ДАННОЙ ГРУППЕ"
16944,6001,"ВОРСОВЫЕ ПОЛОТНА, ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, ВКЛЮЧАЯ ДЛИННОВОРСОВЫЕ ПОЛОТНА И МАХРОВЫЕ ПОЛОТНА"
16966,6002,"ТРИКОТАЖНЫЕ ПОЛОТНА МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ ШИРИНОЙ НЕ БОЛЕЕ 30 СМ, СОДЕРЖАЩИЕ 5 МАС.% ИЛИ БОЛЕЕ ЭЛАСТОМЕРНЫХ ИЛИ РЕЗИНОВЫХ НИТЕЙ, КРОМЕ ПОЛОТЕН ТОВАРНОЙ ПОЗИЦИИ 6001"
16973,6003,"ТРИКОТАЖНЫЕ ПОЛОТНА МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ ШИРИНОЙ НЕ БОЛЕЕ 30 СМ, КРОМЕ ТРИКОТАЖНЫХ ПОЛОТЕН ТОВАРНОЙ ПОЗИЦИИ 6001 ИЛИ 6002"
16991,6004,"ТРИКОТАЖНЫЕ ПОЛОТНА МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ ШИРИНОЙ БОЛЕЕ 30 СМ, СОДЕРЖАЩИЕ 5 МАС.% ИЛИ БОЛЕЕ ЭЛАСТОМЕРНЫХ ИЛИ РЕЗИНОВЫХ НИТЕЙ, КРОМЕ ПОЛОТЕН ТОВАРНОЙ ПОЗИЦИИ 6001"
16998,6005,"ПОЛОТНА ОСНОВОВЯЗАНЫЕ (ВКЛЮЧАЯ ВЯЗАНЫЕ НА ТРИКОТАЖНЫХ МАШИНАХ ДЛЯ ИЗГОТОВЛЕНИЯ ГАЛУНОВ), КРОМЕ ТРИКОТАЖНЫХ ПОЛОТЕН ТОВАРНЫХ ПОЗИЦИЙ 6001 - 6004"
17059,6006,ТРИКОТАЖНЫЕ ПОЛОТНА МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ ПРОЧИЕ
17111,6101,"ШТ-ПАЛЬТО, ПОЛУПАЛЬТО, НАКИДКИ, ПЛАЩИ, КУРТКИ (ВКЛЮЧАЯ ЛЫЖНЫЕ), ВЕТРОВКИ, ШТОРМОВКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 6103"
17127,6102,"ШТ-ПАЛЬТО, ПОЛУПАЛЬТО, НАКИДКИ, ПЛАЩИ, КУРТКИ (ВКЛЮЧАЯ ЛЫЖНЫЕ), ВЕТРОВКИ, ШТОРМОВКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 6104"
17148,6103,"ШТ-КОСТЮМЫ, КОМПЛЕКТЫ, ПИДЖАКИ, БЛАЙЗЕРЫ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ"
17192,6104,"ШТ-КОСТЮМЫ, КОМПЛЕКТЫ, ЖАКЕТЫ, БЛАЙЗЕРЫ, ПЛАТЬЯ, ЮБКИ, ЮБКИ-БРЮКИ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК"
17267,6105,"ШТ-РУБАШКИ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ"
17281,6106,"ШТ-БЛУЗКИ, БЛУЗЫ И БЛУЗОНЫ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК"
17297,6107,"ШТ-КАЛЬСОНЫ, ТРУСЫ, НОЧНЫЕ СОРОЧКИ, ПИЖАМЫ, КУПАЛЬНЫЕ ХАЛАТЫ, ДОМАШНИЕ ХАЛАТЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ"
17322,6108,"ШТ-КОМБИНАЦИИ, НИЖНИЕ ЮБКИ, ТРУСЫ, ПАНТАЛОНЫ, НОЧНЫЕ СОРОЧКИ, ПИЖАМЫ, ПЕНЬЮАРЫ, КУПАЛЬНЫЕ ХАЛАТЫ, ДОМАШНИЕ ХАЛАТЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК"
17356,6109,"ШТ-МАЙКИ, ФУФАЙКИ С РУКАВАМИ И ПРОЧИЕ НАТЕЛЬНЫЕ ФУФАЙКИ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ"
17365,6110,"ШТ-СВИТЕРЫ, ПУЛОВЕРЫ, КАРДИГАНЫ, ЖИЛЕТЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ"
17406,6111,ДЕТСКАЯ ОДЕЖДА И ПРИНАДЛЕЖНОСТИ К ДЕТСКОЙ ОДЕЖДЕ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ
17424,6112,"ШТ-КОСТЮМЫ СПОРТИВНЫЕ, ЛЫЖНЫЕ И КУПАЛЬНЫЕ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ"
17457,6113,"ОДЕЖДА ИЗ ТРИКОТАЖНОГО ПОЛОТНА МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ ТОВАРНОЙ ПОЗИЦИИ 5903, 5906 ИЛИ 5907"
17463,6114,ПРЕДМЕТЫ ОДЕЖДЫ ПРОЧИЕ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ
17473,6115,"КОЛГОТЫ, ЧУЛКИ, ГОЛЬФЫ, НОСКИ И ПОДСЛЕДНИКИ И ПРОЧИЕ ЧУЛОЧНО-НОСОЧНЫЕ ИЗДЕЛИЯ, ВКЛЮЧАЯ КОМПРЕССИОННЫЕ ЧУЛОЧНО-НОСОЧНЫЕ ИЗДЕЛИЯ С РАСПРЕДЕЛЕННЫМ ДАВЛЕНИЕМ (НАПРИМЕР, ЧУЛКИ ДЛЯ СТРАДАЮЩИХ ВАРИКОЗНЫМ РАСШИРЕНИЕМ ВЕН) И ОБУВЬ БЕЗ ПОДОШВ, ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ"
17513,6116,"ПАР-ПЕРЧАТКИ, РУКАВИЦЫ И МИТЕНКИ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ"
17535,6117,ПРИНАДЛЕЖНОСТИ К ОДЕЖДЕ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ ГОТОВЫЕ ПРОЧИЕ; ЧАСТИ ОДЕЖДЫ ИЛИ ПРИНАДЛЕЖНОСТЕЙ К ОДЕЖДЕ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ
17550,6201,"ШТ-ПАЛЬТО, ПОЛУПАЛЬТО, НАКИДКИ, ПЛАЩИ, КУРТКИ (ВКЛЮЧАЯ ЛЫЖНЫЕ), ВЕТРОВКИ, ШТОРМОВКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 6203"
17591,6202,"ШТ-ПАЛЬТО, ПОЛУПАЛЬТО, НАКИДКИ, ПЛАЩИ, КУРТКИ (ВКЛЮЧАЯ ЛЫЖНЫЕ), ВЕТРОВКИ, ШТОРМОВКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 6204"
17634,6203,"ШТ-КОСТЮМЫ, КОМПЛЕКТЫ, ПИДЖАКИ, БЛАЙЗЕРЫ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ"
17733,6204,"ШТ-КОСТЮМЫ, КОМПЛЕКТЫ, ЖАКЕТЫ, БЛАЙЗЕРЫ, ПЛАТЬЯ, ЮБКИ, ЮБКИ-БРЮКИ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК"
17863,6205,ШТ-РУБАШКИ МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ
17876,6206,"ШТ-БЛУЗКИ, БЛУЗЫ И БЛУЗОНЫ ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК"
17894,6207,"МАЙКИ И НАТЕЛЬНЫЕ ФУФАЙКИ ПРОЧИЕ, КАЛЬСОНЫ, ТРУСЫ, НОЧНЫЕ СОРОЧКИ, ПИЖАМЫ, КУПАЛЬНЫЕ ХАЛАТЫ, ДОМАШНИЕ ХАЛАТЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ"
17918,6208,"МАЙКИ И НАТЕЛЬНЫЕ ФУФАЙКИ ПРОЧИЕ, КОМБИНАЦИИ, НИЖНИЕ ЮБКИ, ТРУСЫ, ПАНТАЛОНЫ, НОЧНЫЕ СОРОЧКИ, ПИЖАМЫ, ПЕНЬЮАРЫ, КУПАЛЬНЫЕ ХАЛАТЫ, ДОМАШНИЕ ХАЛАТЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК"
17944,6209,ДЕТСКАЯ ОДЕЖДА И ПРИНАДЛЕЖНОСТИ К ДЕТСКОЙ ОДЕЖДЕ
