,KOD,NAME
5154,17026080,СИРОП ИНУЛИНА СОДЕРЖАЩАЯ СУХОМ СОСТОЯНИИ БОЛЕЕ 50 МАС.% ФРУКТОЗЫ
5156,17026095,"ПРОЧАЯ ФРУКТОЗА И СИРОП ФРУКТОЗЫ, СОДЕРЖАЩИЕ В СУХОМ СОСТОЯНИИ БОЛЕЕ 50 МАС.% ФРУКТОЗЫ"
5159,17029010,"МАЛЬТОЗА ХИМИЧЕСКИ ЧИСТАЯ В ТВЕРДОМ СОСТОЯНИИ, ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР"
5161,17029030,"ИЗОГЛЮКОЗА В ТВЕРДОМ СОСТОЯНИИ, ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР"
5163,17029050,"МАЛЬТОДЕКСТРИН В ТВЕРДОМ СОСТОЯНИИ И СИРОП  МАЛЬТОДЕКСТРИНА,БЕЗ ДОБАВЛЕНИЯ АРОМАТИЧЕСКИХ ИЛИ КРАСЯЩИХ ВЕЩЕСТВ, ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР"
5165,17029071,"КУЛЕР КАРАМЕЛЬНЫЙ, СОДЕРЖАЩИЙ 50 МАС.% ИЛИ БОЛЕЕ САХАРОЗЫ В СУХОМ СОСТОЯНИИ"
5167,17029075,"КУЛЕР КАРАМЕЛЬНЫЙ В ВИДЕ ПОРОШКА, АГЛОМЕРИРОВАННОГО ИЛИ НЕАГЛОМЕРИРОВАННОГО, ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР"
5169,17029079,"ПРОЧИЙ КУЛЕР КАРАМЕЛЬНЫЙ, ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР"
5171,17029080,"СИРОП ИНУЛИНА БЕЗ ДОБАВЛЕНИЯ АРОМАТИЧЕСКИХ ИЛИ КРАСЯЩИХ ВЕЩЕСТВ, ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР"
5173,17029095,"ПРОЧИЕ, ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР И ПРОЧИЕ САХАРА И САХАРНЫЕ СИРОПЫ, СОДЕРЖАЩИЕ В СУХОМ СОСТОЯНИИ 50 МАС.% ФРУКТОЗЫ"
5177,17031000,"МЕЛАССА ТРОСТНИКОВАЯ, ПОЛУЧЕННАЯ В РЕЗУЛЬТАТЕ КРИСТАЛИЗАЦИИ ИЛИ РАФИНИРОВАНИЯ САХАРА"
5180,17039000,"ПРОЧАЯ МЕЛАССА, ПОЛУЧЕННАЯ В РЕЗУЛЬТАТЕ КРИСТАЛИЗАЦИИ ИЛИ РАФИНИРОВАНИЯ  САХАРА"
5184,17041010,"ЖЕВАТЕЛЬНАЯ РЕЗИНКА, ПОКРЫТАЯ ИЛИ НЕ ПОКРЫТАЯ САХАРОМ, СОДЕРЖАЩАЯ МЕНЕЕ 60 МАС.% САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР, ВЫРАЖЕННЫЙ КАК САХАРОЗА)"
5186,17041090,"ЖЕВАТЕЛЬНАЯ РЕЗИНКА, ПОКРЫТАЯ ИЛИ НЕ ПОКРЫТАЯ САХАРОМ, СОДЕРЖАЩАЯ 60 МАС.% ИЛИ БОЛЕЕ САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР, ВЫРАЖЕННЫЙ КАК САХАРОЗА)"
5190,17049010,"ЭКСТРАКТ СОЛОДКИ, СОДЕРЖАЩИЙ БОЛЕЕ 10 МАС.% САХАРОЗЫ, НО НЕ СОДЕРЖАЩИЙ ДРУГИХ ДОБАВОК"
5192,17049030,"ШОКОЛАД БЕЛЫЙ, НЕ СОДЕРЖАЩИЙ КАКАО"
5194,17049051,"ПАСТЫ И МАССЫ, ВКЛЮЧАЯ МАРЦИПАН, В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ 1 КГ ИЛИ БОЛЕЕ, НЕ СОДЕРЖАЩИЙ КАКАО"
5196,17049055,"ПАСТИЛКИ ОТ БОЛИ В ГОРЛЕ И ТАБЛЕТКИ ОТ КАШЛЯ, НЕ СОДЕРЖАЩИЙ КАКАО"
5198,17049061,"ПОКРЫТЫЕ САХАРОМ (ДРАЖИРОВАННЫЕ) ТОВАРЫ, НЕ СОДЕРЖАЩИЕ КАКАО"
5200,17049062,"КОНДИТЕРСКИЕ ИЗДЕЛИЯ ИЗ САХАРА (ВКЛЮЧАЯ БЕЛЫЙ ШОКОЛАД), НЕ СОДЕРЖАЩИЕ КАКАО: ПРОЧИЕ: ПРОЧИЕ:ПОКРЫТЫЕ САХАРОМ (ДРАЖИРОВАННЫЕ) ТОВАРЫ"
5202,17049065,"КОНДИТЕРСКИЕ ИЗДЕЛИЯ В ВИДЕ РЕЗИНКИ И ЖЕЛЕ, ВКЛЮЧАЯ ФРУКТОВУЮ ПАСТУ В ВИДЕ КОНДИДЕРСКИХ ИЗДЕЛИЙ ИЗ САХАРА, НЕ СОДЕРЖАЩИЕ КАКАО"
5204,17049071,"ЛЕДЕНЦОВАЯ КАРАМЕЛЬ, С НАЧИНКОЙ ИЛИ БЕЗ НАЧИНКИ, НЕ СОДЕРЖАЩИЕ КАКАО"
5206,17049075,"ТОФФИ, КАРАМЕЛИ И АНАЛОГИЧНЫЕ СЛАДОСТИ, НЕ СОДЕРЖАЩИЕ КАКАО"
5208,17049081,"ОТПРЕССОВАННЫЕ ТАБЛЕТКИ, НЕ СОДЕРЖАЩИЕ КАКАО"
5210,17049082,ОТПРЕССОВАННЫЕ ТАБЛЕТКИ
5212,17049098,"ПРОЧИЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ ИЗ САХАРА (ВКЛЮЧАЯ БЕЛЫЙ ШОКОЛАД), НЕ СОДЕРЖАЩИЕ КАКАО
"
5214,17049099,"ПРОЧИЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ ИЗ САХАРА, НЕ СОДЕРЖАЩИЕ КАКАО"
5219,18010000,"КАКАО-БОБЫ,ЦЕЛЫЕ ИЛИ ДРОБЛЕНЫЕ, СЫРЫЕ ИЛИ ЖАРЕНЫЕ"
5223,18020000,"ШЕЛУХА, ОБОЛОЧКИ, КОЖИЦА И ПРОЧИЕ ОТХОДЫ КАКАО"
5227,18031000,КАКАО-ПАСТА НЕОБЕЗЖИРЕННАЯ
5230,18032000,"КАКАО-ПАСТА, ЧАСТИЧНО ИЛИ ПОЛНОСТЬЮ ОБЕЗЖИРЕННАЯ"
5234,18040000,"КАКАО-МАСЛО, КАКАО-ЖИР"
5238,18050000,КАКАО-ПОРОШОК БЕЗ ДОБАВОК САХАРА ИЛИ ДРУГИХ ПОДСЛАЩИВАЮЩИХ ВЕЩЕСТВ
5242,18061015,"КАКАО-ПОРОШОК, НЕ СОДЕРЖАЩИЙ САХАРОЗЫ ИЛИ СОДЕРЖАЩИЙ МЕНЕЕ 5 МАС.% САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР, ВЫРАЖЕННЫЙ КАК САХАРОЗА) ИЛИ ИЗОГЛЮКОЗЫ, ВЫРАЖЕННОЙ КАК САХАРОЗА"
5244,18061020,"КАКАО-ПОРОШОК, СОДЕРЖАЩИЙ 5 МАС.% ИЛИ БОЛЕЕ, НО МЕНЕЕ 65 МАС.% САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР, ВЫРАЖЕННЫЙ КАК САХАРОЗА) ИЛИ ИЗОГЛЮКОЗЫ, ВЫРАЖЕННОЙ КАК САХАРОЗА"
5246,18061030,"КАКАО-ПОРОШОК, СОДЕРЖАЩИЙ 65 МАС.% ИЛИ БОЛЕЕ, НО МЕНЕЕ 80 МАС.% САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР, ВЫРАЖЕННЫЕ КАК САХАРОЗА) ИЛИ ИЗОГЛЮКОЗЫ, ВЫРАЖЕННОЙ КАК САХАРОЗА"
5248,18061090,"КАКАО-ПОРОШОК, СОДЕРЖАЩИЙ 80 МАС.% ИЛИ БОЛЕЕ САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР, ВЫРАЖЕННЫЕ КАК САХАРОЗА) ИЛИ ИЗОГЛЮКОЗЫ, ВЫРАЖЕННОЙ КАК САХАРОЗА"
5251,18062010,"ПРОЧИЕ ИЗД. ВЕСОМ БОЛЕЕ 2КГ В БРИКЕТАХ,ЖИДКОМ,ПАСТООБРАЗНОМ,ПОРОШКООБРАЗНОМ,ГРАНУЛИР.ВИДЕ ИЛИ В УПАКОВКАХ,СОДЕР. 31 МАС.% ИЛИ БОЛЕЕ КАКАО-МАСЛА ИЛИ СОДЕР. В СУММЕ 31% И БОЛЕЕ КАКАО-МАСЛА И МОЛОЧ. ЖИРА"
5253,18062030,"ПРОЧИЕ ИЗД. ВЕСОМ БОЛЕЕ 2 КГ В ЖИДКОМ,ПАСТООБРАЗНОМ,ПОРОШКООБРАЗНОМ,ГРАНУЛИРОВАННОМ ВИДЕ ИЛИ В БРИКЕТАХ,СОДЕР.В СУММЕ 25 МАС.% ИЛИ БОЛЕЕ, НО МЕНЕЕ31 МАС.% КАКАО-МАСЛА И МОЛОЧНОГО ЖИРА"
5255,18062050,"ПРОЧИЕ ИЗДЕЛИЯ В БРИКЕТАХ,ПЛАСТИНКАХ,ПЛИТКАХ,В ЖИДКОМ,ПАСТООБРАЗНОМ,ПОРОШКООБРАЗНОМ,ГРАНУЛИРОВАННОМ ВИДЕ ИЛИ В ВИДЕ ИНОЙ БЕСФОРМЕННОЙ МАССЫ В УПАКОВ.МАССОЙ БОЛЕЕ 2КГ,СОДЕР.18 МАС.% И БОЛЕЕ КАКАО-МАСЛА"
5257,18062070,"ПРОЧАЯ КРОШКА МОЛОЧНО-ШОКОЛАДНАЯ В БРИКЕТАХ,ПЛАСТИНКАХ ИЛИ ПЛИТКАХ МАССОЙ БОЛЕЕ 2КГ,ИЛИ В ПАСТООБРАЗНОМ,ПОРОШКООБРАЗНОМ,ГРАНУЛИРОВАННОМ ВИДЕ ИЛИ ВВИДЕ ИНОЙ БЕСФОРМЕННОЙ МАССЫ В КОНТЕЙНЕРАХ ИЛИ УПАКОВК"
5259,18062080,"ИЗДЕЛИЯ ГОТОВЫЕ ПРОЧИЕ,В БРИКЕТАХ,ПЛАСТИНКАХ ИЛИ ПЛИТКАХ МАСС.БОЛЕЕ 2КГ, ИЛИ В ЖИДКОМ,ПАСТООБР.,ПОРОШКООБР.,ГРАНУЛИРОВАННОМ ИЛИ В ДРУГОМ АНАЛОГ.ВИДЕ В ПЕРВИЧ.УПАК.СОДЕРЖ.БОЛЕЕ 2 КГ:ШОКОЛАДНАЯ ГЛАЗУРЬ"
5261,18062095,"ПРОЧИЕ ГОТОВЫЕ ИЗДЕЛИЯ,СОДЕР.КАКАО,В БРИКЕТАХ,ПЛАСТИНКАХ ИЛИ ПЛИТКАХ МАССОЙ БОЛЕЕ 2КГ,ИЛИ В ЖИДКОМ,ГРАНУЛИР,ПАСТООБРАЗНОМ,ПОРОШКООБРАЗ. ВИДЕ ИЛИ ВВИДЕ ИНОЙ БЕСФОРМЕННОЙ МАССЫ В КОНТЕЙНЕРАХ ИЛИ УПАКОВК"
5264,18063100,"ИЗДЕЛИЯ ПРОЧИЕ, СОДЕРЖАЩИЕ КАКАО, В БРИКЕТАХ, ПЛАСТИНКАХ ИЛИ ПЛИТКАХ С НАЧИНКОЙ"
5267,18063210,"ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, СОДЕРЖАЩИЕ КАКАО, БЕЗ НАЧИНКИ, НО С ДОБАВКОЙ ЗЕРНА ХЛЕБНЫХ ЗНАКОВ, ПЛОДОВ (ФРУКТОВ) ИЛИ ОРЕХОВ И НАХОДЯЩИЕСЯ  В  БРИКЕТАХ, ПЛАСТИНАХ ИЛИ ПЛИТКАХ"
5269,18063290,"ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, СОДЕРЖАЩИЕ КАКАО, НО БЕЗ НАЧИНКИ, НАХОДЯЩИЕСЯ В ФОРМЕ БРИКЕТОВ, ПЛАСТИН ИЛИ ПЛИТОК"
5272,18069011,"ШОКОЛАДНЫЕ КОНФЕТЫ, С НАЧИНКОЙ ИЛИ БЕЗ НАЧИНКИ, СОДЕРЖАЩИЕ АЛКОГОЛЬ"
5274,18069019,"ПРОЧИЕ ШОКОЛАДНЫЕ КОНФЕТЫ, С НАЧИНКОЙ ИЛИ БЕЗ НАЧИНКИ"
5276,18069031,"ПРОЧИЙ ШОКОЛАД И ИЗДЕЛИЯ ИЗ НЕГО, С НАЧИНКОЙ"
5278,18069039,"ПРОЧИЙ ШОКОЛАД И ИЗДЕЛИЯ ИЗ НЕГО, БЕЗ НАЧИНКИ"
5280,18069050,"ПРОЧИЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ ИЗ САХАРА И ИХ ЗАМЕНИТЕЛИ, ИЗГОТОВЛЕННЫЕ ИЗ ЗАМЕНЯЮЩИХ САХАР ПРОДУКТОВ, СОДЕРЖАЩИЕ КАКАО"
5284,18069060,"ПАСТЫ, СОДЕРЖАЩИЕ КАКАО"
5286,18069070,"ГОТОВЫЕ ИЗДЕЛИЯ, СОДЕРЖАЩИЕ КАКАО И ПРЕДНАЗНАЧЕННЫЕ ДЛЯ ПРОИЗВОДСТВА   (ПРИГОТОВЛЕНИЯ) НАПИТКОВ"
5288,18069090,"ПРОЧИЕ ИЗДЕЛИЯ, СОДЕРЖАЩИЕ КАКАО"
5293,19011000,"ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, ПРЕДНАЗНАЧЕННЫЕ ДЛЯ ДЕТЕЙ РАННЕГО ВОЗРАСТА, РАСФАСОВАННОЕ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ"
5296,19012000,СМЕСИ И ТЕСТО ДЛЯ ИЗГОТОВЛЕНИЯ ХЛЕБОБУЛОЧНЫХ ИЗДЕЛИЙИ И МУЧНЫХ КОНДИТЕРСКИХ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 1905
5299,19019011,"ЭКСТРАКТ СОЛОДОВЫЙ, С СОДЕРЖАНИЕМ СУХОГО ЭКСТРАКТА 90 МАС.% ИЛИ БОЛЕЕ"
5301,19019019,ПРОЧИЕ СОЛОДОВЫЕ ЭКСТРАКТЫ
5303,19019091,"ГОТОВЫЕ ПИЩ. ПРОДУКТЫ ИЗ МУКИ...НЕ СОДЕРЖ. МОЛОЧН. ЖИРА, САХАРОЗЫ,  ИЗОГЛЮКОЗЫ... ИЛИ СОДЕРЖ.МЕНЕЕ 1,5 МАС.% МОЛОЧ.ЖИРА,5 МАС.% САХАРОЗЫ ИЛИ  ИЗОГЛЮКОЗЫ, 5 МАС% ГЛЮКОЗЫ ИЛИ КРАХМАЛА..."
5305,19019092,"НЕ СОДЕРЖАЩИЕ МОЛОЧНОГО ЖИРА, САХАРОЗЫ, ИЗОГЛЮКОЗЫ, ГЛЮКОЗЫ ИЛИ КРАХМАЛА ИЛИ СОДЕРЖАЩИЕ МЕНЕЕ 1,5 МАС.% МОЛОЧНОГО ЖИРА, 5 МАС.% САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР) ИЛИ ИЗОГЛЮКОЗЫ, 5 МАС.% ГЛЮКОЗЫ ИЛИ КРАХМАЛА, КРОМЕ ПИЩЕВЫХ ПРОДУКТОВ В ВИДЕ ПОРОШКА ИЗ"
5307,19019098,ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ
5309,19019099,"ПРОЧИЕ ГОТОВЫЕ ПИЩ. ПРОДУКТЫ ИЗ МУКИ ТОНКОГО И ГРУБОГО ПОМОЛА,КРАХМАЛАИЛИ СОЛОД.ЭКСТР.,НЕ СОДЕРЖ. КАКАО ИЛИ СОДЕРЖ.МЕНЕЕ 40 МАС.% КАКАО, ИЗ СЫРЬЯ Т.П. 0401-0404 НЕ СОДЕРЖ. ИЛИ СОДЕРЖ. 5 МАС.% КАКАО."
5313,19021100,"МАКАРОННЫЕ ИЗДЕЛИЯ, НЕ ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ  ОБРАБОТКЕ,БЕЗ НАЧИНКИ ИЛИ  НЕ ПРИГОТОВЛЕННЫЕ КАКИМ-ЛИБО ДРУГИМ СПОСОБОМ, СОДЕРЖАЩИЕ ЯЙЦА"
5316,19021910,"ПРОЧИЕ МАКАРОННЫЕ ИЗДЕЛИЯ,НЕ ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ ОБРАБОТКЕ, БЕЗ НАЧИНКИ ИЛИ НЕ ПРИГОТОВЛЕННЫЕ КАКИМ-ЛИБО ДРУГИМ СПОСОБОМ, НЕ СОДЕРЖАЩИЕ  МУКИ ГРУБОГО ИЛИ ТОНКОГО ПОМОЛА МЯГКОЙ ПШЕНИЦЫ"
5318,19021990,"ПРОЧИЕ МАКАРОННЫЕ ИЗДЕЛИЯ,НЕ ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ ОБРАБОТКЕ, БЕЗ НАЧИНКИ ИЛИ НЕ ПРИГОТОВЛЕННЫЕ КАКИМ-ЛИБО ДРУГИМ СПОСОБОМ"
5321,19022010,"МАКАРОННЫЕ ИЗДЕЛИЯ, С НАЧИНКОЙ, ПОДВЕРГНУТЫЕ ИЛИ НЕ ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ ОБРАБАБОТКЕ ИЛИ ПРИГОТОВЛЕННЫЕ ДРУГИМ СПОСОБОМ, СОДЕРЖАЩИЕ  БОЛЕЕ 20 М  АС.% РЫБЫ,РАКООБРАЗНЫХ ИЛИ ДР. ВОДНЫХ БЕСПОЗВОНОЧНЫХ"
5323,19022030,"МАКАРОННЫЕ ИЗДЕЛИЯ С НАЧИНКОЙ, ПОДВЕРГН. ИЛИ НЕ ПОДВЕРГН. ТЕПЛ. ОБРАБ.   ИЛИ ПРИГОТОВЛ. ДР. СПОСОБОМ ,СОДЕРЖ. БОЛЕЕ 20 МАС.% КОЛБАСЫ  И ТП.,МЯСА  МЯСН. СУБПРОД.,ВКЛ. ЖИРЫ ЛЮБОГО ВИДА ИЛИ ПРОИСХОЖДЕНИЯ"
5325,19022091,"ПРОЧИЕ МАКАРОННЫЕ ИЗДЕЛИЯ С НАЧИНКОЙ, ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ ОБРАБОТКЕ"
5327,19022099,"ПРОЧИЕ МАКАРОННЫЕ ИЗДЕЛИЯ С НАЧИНКОЙ, ПОДВЕРГНУТЫЕ ИЛИ НЕ ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ ОБРАБОТКЕ ИЛИ ПРИГОТОВЛЕННЫЕ ДРУГИМ СПОСОБОМ"
5330,19023010,"ПРОЧИЕ МАКАРОННЫЕ ИЗДЕЛИЯ, СУШЕНЫЕ"
5332,19023090,ПРОЧИЕ МАКАРОННЫЕ ИЗДЕЛИЯ
5335,19024010,КУСКУС НЕПРИГОТОВЛЕННЫЙ
5337,19024090,ПРОЧИЙ КУСКУС
5341,19030000,"ТАПИОКА И ЕЕ ЗАМЕНИТЕЛИ, ПРИГОТОВЛЕННЫЕ ИЗ КРАХМАЛА, В ФОРМЕ ХЛОПЬЕВ, ГРАНУЛ, ШАРИКОВ, КРУПИНОК ИЛИ В ДРУГИХ АНАЛОГИЧНЫХ ФОРМАХ"
5345,19041010,"ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, ПОЛУЧЕННЫЕ ИЗ КУКУРУЗЫ ПУТЕМ  ВЗДУВАНИЯ ИЛИ ОБЖАРИВАНИЯ ЗЕРНА"
5347,19041030,"ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ ИЗ РИСА, ПОЛУЧЕННЫЕ ПУТЕМ ВЗДУВАНИЯ ИЛИ  ОБЖАРИВАНИЯ ЗЕРНА"
5349,19041090,"ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ,ПОЛУЧЕННЫЕ ПУТЕМ ВЗДУВАНИЯ ИЛИ ОБЖАРИВАНИЯ ЗЕРНА ХЛЕБНЫХ ЗЛАКОВ ИЛИ ЗЕРНОВЫХ ПРОДУКТОВ"
5352,19042010,ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ ТИПА МЮСЛИ НА ОСНОВЕ НЕОБЖАРЕННЫХ ХЛОПЬЕВ ИЗ ЗЕРНА ЛАКОВ
5354,19042091,"ПРОЧИЕ ГОТ.ПИЩЕВЫЕ ПРОДУКТЫ,ПОЛУЧ.ИЗ НЕОБЖАРЕННЫХ ЗЕРН.ХЛОПЬЕВ ИЛИ СМЕСЕЙ ИЗ НЕОБЖАР.ЗЕРН.ХЛОПЬЕВ С ЖАРЕННЫМИ ЗЕРН.ХЛОПЬЯМИ ИЛИ С ВЗДУТЫМИ ЗЕРНАМИ ЗЛАКОВ:ПОЛУЧЕННЫЕ ИЗ КУКУРУЗЫ"
5356,19042095,"ПРОЧИЕ ГОТ.ПИЩЕВЫЕ ПРОДУКТЫ,ПОЛУЧ.ИЗ НЕОБЖАРЕННЫХ ЗЕРН.ХЛОПЬЕВ ИЛИ СМЕСЕЙ ИЗ НЕОБЖАР.ЗЕРН.ХЛОПЬЕВ С ЖАРЕННЫМИ ЗЕРН.ХЛОПЬЯМИ ИЛИ С ВЗДУТЫМИ ЗЕРНАМИ ЗЛАКОВ:ПОЛУЧЕННЫЕ ИЗ РИСА"
5358,19042099,"ПРОЧ.ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ,ПОЛУЧ.ИЗ НЕОБЖАРЕННЫХ ЗЕРН.ХЛОПЬЕВ ИЛИ СМЕСЕЙ ИЗ НЕОБЖАРЕННЫХ ЗЕРН.ХЛОПЬЕВ С ЖАРЕННЫМИ ЗЕРН.ХЛОПЬЯМИ ИЛИ С ВЗДУТЫМИ ЗЕРНАМИ ЗЛАКОВ,ПРОЧИЕ"
5361,19043000,"ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, ПОЛУЧЕННЫЕ ИЗ ПШЕНИЦЫ BULGUR"
5364,19049010,"ПРОЧИЕ ПИЩЕВЫЕ ПРОДУКТЫ ИЗ РИСА,ПОЛУЧЕННЫЕ ПУТЕМ ВЗДУВАНИЯ ИЛИ  ОБЖАРИВАНИЯ ЗЛАКОВ,ПРЕДВАРИТЕЛЬНО ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ ОБРАБОТКЕ ИЛИ  ПРИГОТОВЛЕННЫЕ ИНЫМ СПОСОБОМ"
5366,19049080,"ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, ПОЛУЧЕННЫЕ ИЗ НЕОБЖАРЕННЫХ ЗЕРНОВЫХ ХЛОПЬЕВ"
5370,19051000,ХРУСТЯЩИЕ ХЛЕБЦЫ
5373,19052010,"ИМБИРНОЕ ПЕЧЕНЬЕ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, СОДЕРЖАЩИЕ МЕНЕЕ 30 МАС  % САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР, ВЫРАЖЕННЫЙ КАК САХАРОЗА)."
5375,19052030,"ИМБИРНОЕ ПЕЧЕНЬЕ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, СОДЕРЖАЩИЕ 30 МАС.% ИЛИ БОЛЕЕ,   НО МЕНЕЕ 50 МАС.%  САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР, ВЫРАЖЕННЫЙ КАК САХАРОЗА)."
5377,19052090,"ИМБИРНОЕ ПЕЧЕНЬЕ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, СОДЕРЖАЩИЕ 50 МАС.% ИЛИ  БОЛЕЕ САХАРОЗЫ (ВКЛЮЧАЯ ИНВЕРТНЫЙ САХАР, ВЫРАЖЕННЫЙ КАК САХАРОЗА)"
5380,19053111,"СЛАДКОЕ СУХОЕ ПЕЧЕНЬЕ, ПОЛНОСТЬЮ ИЛИ ЧАСТИЧНО ПОКРЫТОЕ ШОКОЛАДОМ ИЛИ ДРУГИМИ ИЗДЕЛИЯМИ, СОДЕРЖАЩИМИ КАКАО, В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 85 Г"
5382,19053119,"СЛАДКОЕ СУХОЕ ПЕЧЕНЬЕ, ПОЛНОСТЬЮ ИЛИ ЧАСТИЧНО ПОКРЫТОЕ ШОКОЛАДОМ ИЛИ ДРУГИМИ ИЗДЕЛИЯМИ, СОДЕРЖАЩИМИ КАКАО, ПРОЧЕЕ"
5384,19053130,"ПРОЧЕЕ СЛАДКОЕ СУХОЕ ПЕЧЕНЬЕ,СОДЕРЖАЩЕЕ 8 МАС.% ИЛИ БОЛЕЕ МОЛОЧНЫХ ЖИРОВ"
5386,19053191,СУХОЕ ПЕЧЕНЬЕ В ВИДЕ САНДВИЧЕЙ
5388,19053199,ПРОЧЕЕ СЛАДКОЕ СУХОЕ ПЕЧЕНЬЕ
5391,19053205,ВАФЛИ И ВАФЕЛЬНЫЕ ОБЛАТКИ С СОДЕРЖАНИЕМ ВЛАГИ БОЛЕЕ 10 МАС.%
5393,19053211,"ВАФЛИ И ВАФЕЛЬНЫЕ ОБЛАТКИ ПРОЧИЕ, ПОЛНОСТЬЮ ИЛИ ЧАСТИЧНО ПОКРЫТЫЕ ШОКОЛАДОМ ИЛИ ДРУГИМИ ИЗДЕЛИЯМИ, СОДЕРЖАЩИМИ КАКАО, В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 85 Г"
5395,19053219,"ПРОЧИЕ ВАФЛИ И ВАФЕЛЬНЫЕ ОБЛАТКИ, ПОЛНОСТЬЮ ИЛИ ЧАСТИЧНО ПОКРЫТЫЕ ШОКОЛАДОМ ИЛИ ДРУГИМИ ИЗДЕЛИЯМИ, СОДЕРЖАЩИМИ КАКАО"
5397,19053291,"ПРОЧИЕ ВАФЛИ И ВАФЕЛЬНЫЕ ОБЛАТКИ СОЛЕНЫЕ, С НАЧИНКОЙ ИЛИ БЕЗ НАЧИНКИ"
5399,19053299,"ВАФЛИ И ВАФЕЛЬНЫЕ ОБЛАТКИ, ПРОЧИЕ"
5402,19054010,СУХАРИ
5404,19054090,ПРОЧИЕ  ГРЕНКИ И АНАЛОГИЧНЫЕ ОБЖАРЕННЫЕ ПРОДУКТЫ
5407,19059010,МАЦА
5409,19059020,"ВАФЕЛЬНЫЕ ПЛАСТИНЫ, ПУСТЫЕ КАПСУЛЫ, ПРИГОДНЫЕ ДЛЯ ФАРМАЦЕВТИЧЕСКИХ ЦЕ-ЛЕЙ, ВАФЕЛЬНЫЕ ОБЛАТКИ ДЛЯ ЗАПЕЧАТЫВАНИЯ, РИСОВАЯ БУМАГА И АНАЛОГИЧНЫЕПРОДУКТЫ"
5411,19059030,"ПРОЧИЕ ХЛЕБОБУЛОЧНЫЕ ИЗДЕЛИЯ НЕ СОДЕРЖАЩИЕ ДОБАВОК В ВИДЕ МЕДА, ЯИЦ, СЫРА ИЛИ ПЛОДОВ (ФРУКТОВ) И СОДЕРЖАЩИЕ В СУХОМ СОСТОЯНИИ НЕ БОЛЕЕ 5  МАС.%   САХАРА И НЕ  БОЛЕЕ 5 МАС.% ЖИРА."
5413,19059045,ПРОЧЕЕ СУХОЕ ПЕЧЕНЬЕ
