,KOD,NAME
33,01022941,"ШТ-ПРОЧИЙ КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ, МАССОЙ БОЛЕЕ 160 КГ, НО НЕ БОЛЕЕ 300 КГ: УБОЙНЫЕ"
35,01022949,"ШТ-ПРОЧИЙ ДОМАШНИЙ КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ, МАССОЙ БОЛЕЕ 160 КГ, НО НЕ БОЛЕЕ 300 КГ: ПРОЧИЕ"
37,01022951,"ШТ-НЕТЕЛИ (САМКИ КРУПНОГО РОГАТОГО СКОТА ДО ПЕРВОГО ОТЕЛА), МАССОЙ БОЛЕЕ 300 КГ: УБОЙНЫЕ"
39,01022959,"ШТ-НЕТЕЛИ (САМКИ КРУПНОГО РОГАТОГО СКОТА ДО ПЕРВОГО ОТЕЛА), МАССОЙ БОЛЕЕ 300 КГ: ПРОЧИЕ"
41,01022961,ШТ-КОРОВЫ УБОЙНЫЕ МАССОЙ БОЛЕЕ 300 КГ
43,01022969,"ШТ-КОРОВЫ МАССОЙ БОЛЕЕ 300 КГ, ПРОЧИЕ"
45,01022991,"ШТ-КОРОВЫ МАССОЙ БОЛЕЕ 300 КГ, ПРОЧИЕ, УБОЙНЫЕ"
47,01022999,"ШТ-ПРОЧИЕ КОРОВЫ МАССОЙ БОЛЕЕ 300 КГ, ПРОЧИЕ"
50,01023100,"ШТ-КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ, БУЙВОЛЫ, ЧИСТОПОРОДНЫЕ ПЛЕМЕННЫЕ ЖИВОТНЫЕ"
53,01023910,"ШТ-КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ: БУЙВОЛЫ, ПРОЧИЕ ДОМАШНИЕ ВИДЫ"
55,01023990,"ШТ-КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ, БУЙВОЛЫ: ПРОЧИЕ"
58,01029020,ШТ- ПРОЧИЕ ЧИСТОПОРОДНЫЕ ПЛЕМЕННЫЕ ЖИВОТНЫЕ ЖИВОГО КРУПНОГО РОГАТОГО  СКОТА
60,01029091,ШТ-ПРОЧИЕ ДОМАШНИЕ ВИДЫ ПРОЧЕГО ЖИВОГО КРУПНОГО РОГАТОГО СКОТА
62,01029099,ШТ-ПРОЧИЙ КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ: ПРОЧИЕ
66,01031000,ШТ-СВИНЬИ ЖИВЫЕ ЧИСТОПОРОДНЫЕ (ЧИСТОКРОВНЫЕ) ПЛЕМЕННЫЕ ЖИВОТНЫЕ
69,01039110,"ШТ-ПРОЧИЕ ДОМАШНИЕ ВИДЫ СВИНЕЙ ЖИВЫХ, МАССОЙ МЕНЕЕ 50 КГ"
71,01039190,"ШТ-ПРОЧИЕ СВИНЬИ ЖИВЫЕ, МАССОЙ МЕНЕЕ 50 КГ"
74,01039211,"ШТ-СВИНОМАТКИ МАССОЙ НЕ МЕНЕЕ 160 КГ, ИМЕВШИЕ ПО КРАЙНЕЙ МЕРЕ ОДИН ОПОРОС"
76,01039219,"ШТ-ПРОЧИЕ ДОМАШНИЕ ВИДЫ СВИНЕЙ, ИМЕЮЩИЕ МАССУ 50 КГ ИЛИ БОЛЕЕ"
78,01039290,"ШТ-ПРОЧИЕ СВИНЬИ ЖИВЫЕ, МАССОЙ 50 КГ ИЛИ БОЛЕЕ"
82,01041010,"ШТ-ОВЦЫ ЧИСТОПОРОДНЫЕ (ЧИСТОКРОВНЫЕ) ПЛЕМЕННЫЕ ЖИВОТНЫЕ, ЖИВЫЕ"
84,01041030,"ШТ-ЯГНЯТА (ДО ОДНОГО ГОДА), ЖИВЫЕ"
86,01041080,ШТ-ПРОЧИЕ ОВЦЫ ЖИВЫЕ
89,01042010,"ШТ-КОЗЫ ЧИСТОПОРОДНЫЕ (ЧИСТОКРОВНЫЕ) ПЛЕМЕННЫЕ ЖИВОТНЫЕ, ЖИВЫЕ"
91,01042090,ШТ-ПРОЧИЕ КОЗЫ ЖИВЫЕ
95,01051111,ШТ-ЦЫПЛЯТА ПЛЕМЕННОГО РАЗВЕДЕНИЯ ЛИНИИ НЕСУШЕК ВИДА GALLUS DOMESTICUS МАССОЙ НЕ БОЛЕЕ 185 Г
97,01051119,ШТ-ПРОЧИЕ ЦЫПЛЯТА ПЛЕМЕННОГО РАЗВЕДЕНИЯ [ПРАРОДИТЕЛЬСКИЕ И МАТЕРИНСКИЕ  ЛИНИИ] ВИДА CALLUS DOMESTICUS МАССОЙ НЕ БОЛЕЕ 185 Г
99,01051191,ШТ-ПРОЧИЕ ДОМАШНИЕ ПТИЦЫ ВИДА GALLUS DOMESTICUS ЛИНИИ НЕСУШЕК МАССОЙ НЕ БОЛЕЕ 185 Г
101,01051199,ШТ-ПРОЧИЕ ДОМАШНИЕ ПТИЦЫ ВИДА GALLUS DOMESTICUS МАССОЙ НЕ БОЛЕЕ 185 Г
104,01051200,ШТ-ИНДЕЙКИ ЖИВЫЕ МАССОЙ НЕ БОЛЕЕ 185 Г
107,01051300,ШТ-УТКИ ЖИВЫЕ МАССОЙ НЕ БОЛЕЕ 185 Г
110,01051400,ШТ-ГУСИ ЖИВЫЕ МАССОЙ НЕ БОЛЕЕ 185 Г
113,01051500,ШТ-ЦЕСАРКИ ЖИВЫЕ МАССОЙ НЕ БОЛЕЕ 185 Г
116,01059400,"ШТ-ДОМАШНЯЯ ПТИЦА ЖИВАЯ, КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS) МАССОЙ БОЛЕЕ 185 Г."
119,01059910,ШТ-ПРОЧИЕ УТКИ ЖИВЫЕ
121,01059920,ШТ-ПРОЧИЕ ГУСИ ЖИВЫЕ
123,01059930,ШТ-ПРОЧИЕ ИНДЕЙКИ ЖИВЫЕ
125,01059950,ШТ-ПРОЧИЕ ЦЕСАРКИ ЖИВЫЕ
129,01061100,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: МЛЕКОПИТАЮЩИЕ ПРИМАТЫ
133,01061200,"ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ МЛЕКОПИТАЮЩИЕ: КИТЫ, ДЕЛЬФИНЫ И МОРСКИЕ СВИНЬИ (ОТРЯДА CETACEA);ЛАМАНТИНЫ И ДЮГОНИ (ОТРЯДА SIRENIA);ТЮЛЕНИ,МОРСКИЕ ЛЬВЫ И МОРЖИ (ПОДОТРЯДА PINNIPEDIA)"
137,01061300,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: ВЕРБЛЮДЫ И ПРОЧИЕ ЖИВОТНЫЕ СЕМЕЙСТВА ВЕРБЛЮДОВЫХ (CAMELIDAE)
141,01061410,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: КРОЛИКИ ДОМАШНИЕ
144,01061490,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: КРОЛИКИ И ЗАЙЦЫ ПРОЧИЕ
148,01061900,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: ПРОЧИЕ МЛЕКОПИТАЮЩИЕ
156,01062000,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: РЕПТИЛИИ (ВКЛЮЧАЯ ЗМЕЙ И ЧЕРЕПАХ)
160,01063100,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: ХИЩНЫЕ ПТИЦЫ
164,01063200,"ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: ПТИЦЫ ПОПУГАЕОБРАЗНЫЕ (ВКЛЮЧАЯ ПОПУГАЕВ, ДЛИННОХВОСТЫХ ПОПУГАЕВ, АРА И КАКАДУ)"
168,01063300,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: СТРАУСЫ; ЭМУ (DROMAIUS NOVAEHOLLANDIAE)
172,01063910,"ШТ-ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ, ПТИЦЫ ПРОЧИЕ: ГОЛУБИ"
174,01063980,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: ПТИЦЫ ПРОЧИЕ
178,01064100,ШТ-ЖИВЫЕ ПЧЕЛЫ
185,01064900,ШТ-ПРОЧИЕ ЖИВЫЕ НАСЕКОМЫЕ
189,01069000,ШТ-ПРОЧИЕ ЖИВЫЕ ЖИВОТНЫЕ: ПРОЧИЕ
195,02011000,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ"
201,02012020,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
206,02012030,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА,НЕОБВАЛЕННЫЕ  СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
211,02012050,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
216,02012090,ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
222,02013000,"МЯСО КРУПНОГО РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ, ОБВАЛЕННОЕ"
229,02021000,ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ
235,02022010,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ МЯСА КРУПНОГО РОГАТОГО  СКОТА, МОРОЖЕНЫЕ,НЕОБВАЛЕННЫЕ"
240,02022030,"НЕОБВАЛЕННЫЕ, НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ"
245,02022050,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ, НЕОБВАЛЕННЫЕ"
250,02022090,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
256,02023010,"ОБВАЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ ЦЕЛЬНЫЕ ИЛИ РАЗРУБЛЕННЫЕ МАКСИМАЛЬНО НА 5 КУСКОВ,В ОДНОМ БЛОКЕ; КОМПЕНСИР.ЧЕТВЕРТИНЫ В ДВУХ БЛОКАХ,СОДЕРЖ.ОДИН-  ПЕРЕДНЮЮ ЧЕТВЕРТИНУ, ЦЕЛЬНУЮ ...А ДР.-ЗАДНЮЮ ЧЕТВЕРТ.,"
261,02023050,"ОТРУБА, ЛОПАТКА И ШЕЙНО-ЛОПАТОЧНАЯ ЧАСТЬ И ГРУДИНКА, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
266,02023090,"ПРОЧЕЕ ОБВАЛЕННОЕ МЯСО КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНОЕ"
273,02031110,ТУШИ И ПОЛУТУШИ ДОМАШНИХ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
276,02031190,ТУШИ ИЛИ ПОЛУТУШИ ПРОЧИХ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
280,02031211,"ОКОРОКА И ОТРУБА ИЗ НИХ НЕОБВАЛЕННЫЕ ДОМАШНИХ СВИНЕЙ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
283,02031219,"ЛОПАТКИ(ПЕРЕДНИЕ ОКОРОКА) И ОТРУБА ИЗ НИХ НЕОБВАЛЕННЫЕ ДОМАШНИХ СВИНЕЙ,  СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
286,02031290,"ОКОРОКА, ЛОПАТКИ (ПЕРЕДНИЕ ОКОРОКА) И ОТРУБА ИЗ НИХ, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ПРОЧИХ СВИНЕЙ"
290,02031911,ПЕРЕДНИЕ КРАЯ И ОТРУБА ИЗ НИХ ДОМАШНИХ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
293,02031913,"КОРЕЙКИ И ОТРУБА ИЗ НИХ, НЕОБВАЛЕННЫЕ ДОМАШНИХ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
296,02031915,ГРУДИНКИ И ОТРУБА ИЗ НИХ ДОМАШНИХ СВИНЕЙ СВЕЖИЕ ИЛИ  ОХЛАЖДЕННЫЕ
299,02031955,ПРОЧИЕ ОБВАЛЕННЫЕ ЧАСТИ ДОМАШНИХ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
302,02031959,ПРОЧАЯ ДОМАШНЯЯ СВИНИНА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ
305,02031990,ПРОЧАЯ СВИНИНА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ
309,02032110,"ТУШИ И ПОЛУТУШИ ДОМАШНИХ СВИНЕЙ, МОРОЖЕНЫЕ"
312,02032190,"ТУШИ И ПОЛУТУШИ ПРОЧИХ СВИНЕЙ, МОРОЖЕНЫЕ"
316,02032211,"ОКОРОКА И ОТРУБА ИЗ НИХ, НЕОБВАЛЕННЫЕ, ДОМАШНИХ СВИНЕЙ, МОРОЖЕНЫЕ"
319,02032219,"ЛОПАТКИ (ПЕРЕДНИЕ ОКОРОКА) И ОТРУБА ИЗ НИХ, НЕОБВАЛЕННЫЕ, ДОМАШНИХ СВИНЕЙ,МОРОЖЕНЫЕ"
322,02032290,"ОКОРОКА, ЛОПАТКИ (ПЕРЕДНИЕ ОКОРОКА) И ОТРУБА ИЗ НИХ, НЕОБВАЛЕННЫЕ, ПРОЧИХ СВИНЕЙ,МОРОЖЕНЫЕ"
326,02032911,"ПЕРЕДНИЕ КРАЯ И ОТРУБА ИЗ НИХ, ДОМАШНИХ СВИНЕЙ, МОРОЖЕНЫЕ"
329,02032913,"КОРЕЙКИ И ОТРУБА ИЗ НИХ, НЕОБВАЛЕННЫЕ, ДОМАШНИХ СВИНЕЙ, МОРОЖЕНЫЕ"
332,02032915,"ГРУДИНКИ И ОТРУБА ИЗ НИХ, ДОМАШНИХ СВИНЕЙ, МОРОЖЕНЫЕ"
335,02032955,"ПРОЧИЕ ОБВАЛЕННЫЕ ЧАСТИ ДОМАШНИХ СВИНЕЙ, МОРОЖЕНЫЕ"
340,02032959,"ПРОЧИЕ ЧАСТИ ДОМАШНИХ СВИНЕЙ, МОРОЖЕНЫЕ, КРОМЕ ОБВАЛЕННЫХ"
343,02032990,"ПРОЧАЯ СВИНИНА, МОРОЖЕНАЯ"
350,02041000,ТУШИ И ПОЛУТУШИ ЯГНЯТ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
353,02042100,ТУШИ И ПОЛУТУШИ БАРАНИНЫ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
356,02042210,ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КОРОТКОГО РАЗРУБА БАРАНИНЫ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
358,02042230,"ХРЕБТОВЫЕ КРАЯ СПИННОЙ ЧАСТИ И (ИЛИ) ПОЧЕЧНЫЕ ЧАСТИ БАРАНИНЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
360,02042250,"ТАЗОБЕДРЕННЫЕ ЧАСТИ С ГОЛЯШКОЙ БАРАНИНЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
362,02042290,"ПРОЧИЕ ОТРУБА БАРАНИНЫ, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
365,02042300,"ПРОЧАЯ БАРАНИНА, ОБВАЛЕННАЯ, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
368,02043000,"ТУШИ И ПОЛУТУШИ ЯГНЯТ, МОРОЖЕНЫЕ"
371,02044100,"ТУШИ И ПОЛУТУШИ БАРАНИНЫ, МОРОЖЕНЫЕ"
374,02044210,"ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КОРОТКОГО РАЗРУБА БАРАНИНЫ, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
376,02044230,"ХРЕБТОВЫЕ КРАЯ СПИННОЙ ЧАСТИ И (ИЛИ) ПОЧЕЧНЫЕ ЧАСТИ БАРАНИНЫ, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
378,02044250,"ТАЗОБЕДРЕННЫЕ ЧАСТИ С ГОЛЯШКОЙ БАРАНИНЫ, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
380,02044290,"ПРОЧИЕ ОТРУБА БАРАНИНЫ, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
383,02044310,"ЯГНЯТА, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
385,02044390,"ПРОЧАЯ БАРАНИНА, ОБВАЛЕННАЯ, МОРОЖЕНАЯ"
388,02045011,ТУШИ И ПОЛУТУШИ КОЗЛЯТИНЫ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
390,02045013,ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КОРОТКОГО РАЗРУБА КОЗЛЯТИНЫ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
392,02045015,"ХРЕБТОВЫЕ КРАЯ СПИННОЙ ЧАСТИ И (ИЛИ) ПОЧЕЧНЫЕ ЧАСТИ КОЗЛЯТИНЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
394,02045019,"ТАЗОБЕДРЕННЫЕ ЧАСТИ С ГОЛЯШКОЙ КОЗЛЯТИНЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
396,02045031,"ПРОЧИЕ ОТРУБА КОЗЛЯТИНЫ, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
398,02045039,"КОЗЛЯТИНА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ПРОЧАЯ: МЯСО ОБВАЛЕННОЕ"
400,02045051,"ТУШИ И ПОЛУТУШИ КОЗЛЯТИНЫ, МОРОЖЕНЫЕ"
402,02045053,"ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КОРОТКОГО РАЗРУБА КОЗЛЯТИНЫ, МОРОЖЕНЫЕ"
404,02045055,"ХРЕБТОВЫЕ КРАЯ СПИННОЙ ЧАСТИ И (ИЛИ) ПОЧЕЧНЫЕ ЧАСТИ КОЗЛЯТИНЫ, МОРОЖЕНЫЕ"
406,02045059,"ТАЗОБЕДРЕННЫЕ ЧАСТИ С ГОЛЯШКОЙ КОЗЛЯТИНЫ, МОРОЖЕНЫЕ"
408,02045071,"ПРОЧИЕ ОТРУБА КОЗЛЯТИНЫ, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
410,02045079,"КОЗЛЯТИНА ЗАМОРОЖЕННАЯ, ПРОЧАЯ: МЯСО ОБВАЛЕННОЕ"
414,02050020,"МЯСО ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ"
416,02050080,"МЯСО ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ ЗАМОРОЖЕННОЕ"
420,02061010,"ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ДЛЯ ПРОИЗВОДСТВА ФАРМАЦЕВТИЧЕСКОЙ ПРОДУКЦИИ"
422,02061095,"ТОЛСТАЯ ДИАФРАГМА И ТОНКАЯ ДИАФРАГМА КРУПНОГО РОГАТОГО СКОТА, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
424,02061098,"ПРОЧИЕ ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
427,02062100,"ЯЗЫКИ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ"
430,02062200,ПЕЧЕНЬ КРУПНОГО РОГАТОГО СКОТА
434,02062910,"ПРОЧИЕ ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ, ДЛЯ ПРОИЗВОДСТВА ФАРМАЦЕВТИЧЕСКОЙ ПРОДУКЦИИ"
436,02062991,"ТОЛСТАЯ ДИАФРАГМА И ТОНКАЯ ДИАФРАГМА КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНАЯ ДЛЯ ПРОИЗВОДСТВА ФАРМАЦЕВТИЧЕСКОЙ ПРОДУКЦИИ"
438,02062999,"ПРОЧИЕ ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ ДЛЯ ПРОИЗВОДСТВА ФАРМАЦЕВТИЧЕСКОЙ ПРОДУКЦИИ"
441,02063000,"СВИНЕЙ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
447,02064100,"ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ СВИНЕЙ, ЗАМОРОЖЕННЫЕ ПЕЧЕНЬ"
451,02064900,"ПИЩЕВЫЕ СУБПРОДУКТЫ СВИНЕЙ, ЗАМОРОЖЕННЫЕ"
456,02068010,"ПИЩЕВЫЕ СУБПРОДУКТЫ ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ДЛЯ ПРОИЗВОДСТВА ФАРМАЦЕВТИЧЕСКОЙ ПРОДУКЦИИ"
458,02068091,"ПИЩЕВЫЕ СУБПРОДУКТЫ ЛОШАДЕЙ, ОСЛОВ, МУЛОВ И ЛОШАКОВ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
460,02068099,"ПИЩЕВЫЕ СУБПРОДУКТЫ ОВЕЦ И КОЗ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
463,02069010,"ПИЩЕВЫЕ СУБПРОДУКТЫ ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, МОРОЖЕНЫЕ, ДЛЯ ПРОИЗВОДСТВА ФАРМАЦЕВТИЧЕСКОЙ ПРОДУКЦИИ"
465,02069091,"ПИЩЕВЫЕ СУБПРОДУКТЫ ЛОШАДЕЙ, ОСЛОВ, МУЛОВ И ЛОШАКОВ, МОРОЖЕНЫЕ"
467,02069099,"ПИЩЕВЫЕ СУБПРОДУКТЫ ОВЕЦ И КОЗ, МОРОЖЕНЫЕ"
471,02071110,"МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ ОЩИПАННЫЕ И БЕЗ КИШОК, С ГОЛОВОЙ И ПЛЮСНАМИ НОГ, ПРЕДСТАВЛЕННЫЕ КАК ""83%-НЫЕ ЦЫПЛЯТА"""
474,02071130,"МЯСО КУР ДОМАШНИХ  НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, НО С ШЕЙКОЙ,СЕРДЦЕМ ПЕЧЕНЬЮ И МУСКУЛЬНЫМ ЖЕЛУДКОМ,ПРЕДСТАВЛЕННЫЕ КАК 70%-НЫЕ ЦЫПЛЯТА"
477,02071190,"МЯСО КУР ДОМАШНИХ  НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ,СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ,НО С ШЕЙКОЙ, СЕРДЦЕМ ПЕЧЕНЬЮ И МУСКУЛЬНЫМ ЖЕЛУДКОМ,ПРЕДСТАВЛЕННЫЕ КАК 65%-ЫЕ ЦЕПЛЯТА"
